"","species","mean_wal_score"
"604","Bossiaea_bossiaeoides",0.0257020134228188
"605","Bossiaea_buxifolia",0.0336534954407295
"606","Bossiaea_cinerea",0.0162615669339914
"607","Bossiaea_dentata",0.053
"608","Bossiaea_ensata",0.0353256616800921
"609","Bossiaea_eriocarpa",0.053
"610","Bossiaea_foliosa",0.0282111553784861
"611","Bossiaea_heterophylla",0.0351582008530438
"612","Bossiaea_linophylla",0.053
"613","Bossiaea_ornata",0.053
"614","Bossiaea_preissii",0.053
"615","Bossiaea_prostrata",0.0192054438280167
"616","Bossiaea_pulchella",0.053
"617","Bossiaea_walkeri",0.0340098039215686
"618","Bossiaea_webbii",0.053
"619","Bowdichia_nitida",0.125
"620","Bowdichia_virgilioides",0.149011274934952
"621","Brachystegia_allenii",0.249782608695652
"622","Brachystegia_boehmii",0.241288461538462
"623","Brachystegia_bussei",0.20915873015873
"624","Brachystegia_cynometroides",0.121
"625","Brachystegia_floribunda",0.244142857142857
"626","Brachystegia_manga",0.23590243902439
"627","Brachystegia_taxifolia",0.2665
"628","Brachystegia_utilis",0.221044776119403
"629","Brodriguesia_santosii",0.074
"630","Brownea_ariza",0.783531578947368
"631","Brya_ebenus",0.219703125
"632","Butea_monosperma",0.657201739130435
"633","Cadia_ellisiana",0.202
"634","Cadia_purpurea",0.176642857142857
"635","Cajanus_acutifolius",0.032578488372093
"636","Cajanus_cajan",0.364237950279047
"637","Cajanus_goensis",0.504358208955224
"638","Cajanus_mollis",0.573296296296296
"639","Cajanus_scarabaeoides",0.270722948870392
"640","Calicotome_infesta",0.11865
"641","Calicotome_spinosa",0.132634248002779
"642","Callerya_cinerea",0.583464539007092
"643","Calliandra_bella",0.074
"644","Calliandra_coriacea",0.380036585365854
"645","Calliandra_dysantha",0.082504
"646","Calliandra_eriophylla",0.0675409181636723
"647","Calliandra_erubescens",0.074
