"","species","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN"
"576","Albizia_saponaria","Albizia",1,1,0,4,0,1
"577","Albizia_schimperiana","Albizia",1,1,0,1,0,0
"580","Albizia_subdimidiata","Albizia",1,1,0,0,0,0
"581","Albizia_suluensis","Albizia",1,1,0,2,0,0
"582","Albizia_tanganyicensis","Albizia",1,1,0,0,0,0
"583","Albizia_versicolor","Albizia",1,1,0,2,0,0
"584","Albizia_zimmermannii","Albizia",1,1,0,0,0,0
"585","Aldina_heterophylla","Aldina",0,1,0,0,0,0
"586","Aldina_latifolia","Aldina",0,1,0,0,0,0
"588","Alexa_grandiflora","Alexa",0,1,0,0,0,1
"589","Alexa_imperatricis","Alexa",0,1,0,0,0,0
"590","Alexa_wachenheimii","Alexa",1,1,0,0,0,1
"591","Alhagi_maurorum","Alhagi",1,1,0,8,0,0
"592","Alhagi_sparsifolia","Alhagi",1,1,0,3,0,0
"593","Alistilus_bechuanicus","Alistilus",1,0,0,0,0,0
"594","Almaleea_paludosa","Almaleea",1,1,0,0,0,0
"595","Alysicarpus_bupleurifolius","Alysicarpus",1,0,0,3,0,0
"596","Alysicarpus_glumaceus","Alysicarpus",1,0,1,0,0,0
"597","Alysicarpus_heterophyllus","Alysicarpus",1,0,1,0,0,0
"598","Alysicarpus_longifolius","Alysicarpus",1,0,0,2,0,0
"599","Alysicarpus_ludens","Alysicarpus",1,0,0.416666667,0,0,0
"600","Alysicarpus_monilifer","Alysicarpus",1,0,0,3,0,0
"601","Alysicarpus_ovalifolius","Alysicarpus",1,0,0,3,0,0
"602","Alysicarpus_pubescens","Alysicarpus",1,0,1,1,0,0
"603","Alysicarpus_rugosus","Alysicarpus",1,0,0,3,0,0
"604","Alysicarpus_scariosus","Alysicarpus",1,0,1,2,0,0
"605","Alysicarpus_tetragonolobus","Alysicarpus",1,0,1,0,0,0
"606","Alysicarpus_vaginalis","Alysicarpus",1,0,0,6,0,0
"607","Alysicarpus_zeyheri","Alysicarpus",1,0,0,1,0,0
"608","Amblygonocarpus_andongensis","Amblygonocarpus",0,1,0,1,0,0
"609","Amburana_cearensis","Amburana",0,1,0,0,0,0
"610","Amicia_medicaginea","Amicia",1,0.679324895,0.123931624,0,0,0
"611","Amicia_micrantha","Amicia",1,0.679324895,0.123931624,0,0,0
"612","Amicia_zygomeris","Amicia",1,0.679324895,0.123931624,0,0,0
"613","Ammopiptanthus_mongolicus","Ammopiptanthus",1,1,0,0,0,0
"614","Amorpha_californica","Amorpha",1,1,0,0,0,0
"615","Amorpha_canescens","Amorpha",1,1,0,0,0,0
"616","Amorpha_fruticosa","Amorpha",1,1,0,1,0,0
"617","Amorpha_glabra","Amorpha",1,1,0,0,0,0
"618","Amorpha_herbacea","Amorpha",1,1,0,0,0,0
"619","Amorpha_nana","Amorpha",1,1,0,0,0,0
"620","Amphicarpaea_bracteata","Amphicarpaea",1,0,0,0,0,0
"621","Amphithalea_ericifolia","Amphithalea",1,1,0,0,0,0
"622","Amphithalea_intermedia","Amphithalea",1,1,0,0,0,0
"623","Anadenanthera_colubrina","Anadenanthera",1,1,0,0,0,1
"625","Anadenanthera_peregrina","Anadenanthera",1,1,0,1,0,0
"627","Anagyris_foetida","Anagyris",1,1,0,3,0,0
"628","Andira_anthelmia","Andira",1,1,0,2,0,0
"629","Andira_coriacea","Andira",1,1,0,0,0,0
"630","Andira_fraxinifolia","Andira",1,1,0,2,0,0
"631","Andira_frondosa","Andira",1,1,0,0,0,0
"632","Andira_inermis","Andira",1,1,0,6,0,0
"633","Andira_legalis","Andira",1,1,0,0,0,0
"634","Andira_micrantha","Andira",1,1,0,0,0,0
"635","Andira_nitida","Andira",1,1,0,0,0,0
"636","Andira_parviflora","Andira",1,1,0,1,0,0
"637","Andira_surinamensis","Andira",1,1,0,2,0,0
"638","Andira_unifoliolata","Andira",1,1,0,0,0,0
"639","Anthonotha_graciliflora","Anthonotha",1,1,0,0,0,0
"640","Anthyllis_barba-jovis","Anthyllis",1,1,0,1,0,0
"641","Anthyllis_cornicina","Anthyllis",1,0,1,0,0,0
"642","Anthyllis_cytisoides","Anthyllis",1,1,0,0,0,0
"643","Anthyllis_henoniana","Anthyllis",1,1,0,0,0,0
"644","Anthyllis_lotoides","Anthyllis",1,0.666666667,0.166666667,0,0,0
"645","Anthyllis_montana","Anthyllis",1,1,0,0,0,0
"646","Anthyllis_vulneraria","Anthyllis",1,0,0,3,0,0
"647","Antopetitia_abyssinica","Antopetitia",1,0,1,0,0,0
"648","Aotus_ericoides","Aotus",1,1,0,1,0,0
"649","Aotus_lanigera","Aotus",1,1,0,0,0,0
"650","Aotus_tietkensii","Aotus",1,1,0,0,0,0
"651","Apios_americana","Apios",1,0,0,2,0,1
"652","Apios_carnea","Apios",1,0,0,0,0,0
"653","Apuleia_leiocarpa","Apuleia",0,1,0,0,0,0
"655","Arachis_batizocoi","Arachis",1,0,0,0,0,0
"656","Arachis_burkartii","Arachis",1,0,0,0,0,0
"657","Arachis_cardenasii","Arachis",1,0,1,0,0,0
"658","Arachis_diogoi","Arachis",1,0,0,0,0,0
"659","Arachis_duranensis","Arachis",1,0,1,0,0,0
"660","Arachis_glabrata","Arachis",1,0,0,0,0,0
"661","Arachis_helodes","Arachis",1,0,0,0,0,0
"662","Arachis_hypogaea","Arachis",1,0,1,7,0,0
"663","Arachis_marginata","Arachis",1,0,0,0,0,0
"664","Arachis_monticola","Arachis",1,0,1,0,0,0
"665","Arachis_pintoi","Arachis",1,0,0,0,0,0
"666","Arachis_prostrata","Arachis",1,0,0,0,0,0
"667","Arachis_pusilla","Arachis",1,0,1,0,0,0
"668","Arachis_stenosperma","Arachis",1,0,0,0,0,0
"669","Arachis_villosa","Arachis",1,0,0,0,0,0
"670","Arachis_villosulicarpa","Arachis",1,0,0,0,0,0
"671","Archidendron_bigeminum","Archidendron",1,1,0,0,0,0
"672","Archidendron_bubalinum","Archidendron",0,1,0,2,0,1
"674","Archidendron_clypearia","Archidendron",1,1,0,1,0,1
"677","Archidendron_ellipticum","Archidendron",1,1,0,3,0,0
"679","Archidendron_jiringa","Archidendron",0,1,0,5,0,0
"681","Archidendron_lucidum","Archidendron",1,1,0,1,0,1
"685","Archidendron_scutiferum","Archidendron",1,1,0,0,0,0
"687","Archidendron_utile","Archidendron",1,1,0,0,0,1
"688","Archidendropsis_basaltica","Archidendropsis",1,1,0,0,0,0
"689","Archidendropsis_thozetiana","Archidendropsis",1,1,0,0,0,0
"690","Argyrolobium_adscendens","Argyrolobium",1,0,0,0,0,0
"691","Argyrolobium_amplexicaule","Argyrolobium",1,0,0,0,0,0
"692","Argyrolobium_biebersteinii","Argyrolobium",1,1,0,0,0,0
"693","Argyrolobium_candicans","Argyrolobium",1,1,0,0,0,0
"694","Argyrolobium_collinum","Argyrolobium",1,1,0,0,0,0
"695","Argyrolobium_eylesii","Argyrolobium",1,1,0,0,0,0
"696","Argyrolobium_filiforme","Argyrolobium",1,0,0,0,0,0
"697","Argyrolobium_flaccidum","Argyrolobium",1,1,0,0,0,0
"698","Argyrolobium_harveyanum","Argyrolobium",1,1,0,0,0,0
"699","Argyrolobium_humile","Argyrolobium",1,0,0,0,0,0
"700","Argyrolobium_lanceolatum","Argyrolobium",1,0,0,0,0,0
"701","Argyrolobium_lancifolium","Argyrolobium",1,1,0,0,0,0
"702","Argyrolobium_lunare","Argyrolobium",1,0,0,0,0,0
"703","Argyrolobium_molle","Argyrolobium",1,0,0,0,0,0
"704","Argyrolobium_patens","Argyrolobium",1,1,0,0,0,0
"705","Argyrolobium_pauciflorum","Argyrolobium",1,0,0,0,0,0
"706","Argyrolobium_pumilum","Argyrolobium",1,0,0,0,0,0
"707","Argyrolobium_roseum","Argyrolobium",1,0,0,0,0,0
"708","Argyrolobium_rupestre","Argyrolobium",1,0,0,0,0,0
"709","Argyrolobium_sericeum","Argyrolobium",1,1,0,0,0,0
"710","Argyrolobium_speciosum","Argyrolobium",1,1,0,0,0,0
"711","Argyrolobium_stenophyllum","Argyrolobium",1,0,0,0,0,0
"712","Argyrolobium_stipulaceum","Argyrolobium",1,0,0,0,0,0
"713","Argyrolobium_tomentosum","Argyrolobium",1,1,0,0,0,0
"714","Argyrolobium_transvaalense","Argyrolobium",1,0,0,0,0,0
"715","Argyrolobium_tuberosum","Argyrolobium",1,0,0,0,0,0
"716","Argyrolobium_uniflorum","Argyrolobium",1,1,0,0,0,0
"717","Argyrolobium_variopile","Argyrolobium",1,0,0,0,0,0
"718","Argyrolobium_zanonii","Argyrolobium",1,1,0,0,0,0
"720","Aspalathus_abietina","Aspalathus",1,1,0,0,0,0
"721","Aspalathus_acicularis","Aspalathus",1,1,0,0,0,0
"722","Aspalathus_acuminata","Aspalathus",1,1,0,0,0,0
"723","Aspalathus_albens","Aspalathus",1,1,0,0,0,0
"724","Aspalathus_alopecurus","Aspalathus",1,1,0,0,0,0
"725","Aspalathus_angustifolia","Aspalathus",1,1,0,0,0,0
"726","Aspalathus_araneosa","Aspalathus",1,1,0,0,0,0
"727","Aspalathus_argyrophanes","Aspalathus",1,1,0,0,0,0
"728","Aspalathus_aspalathoides","Aspalathus",1,1,0,0,0,0
"729","Aspalathus_asparagoides","Aspalathus",1,1,0,0,0,0
"730","Aspalathus_astroites","Aspalathus",1,1,0,0,0,0
"731","Aspalathus_biflora","Aspalathus",1,1,0,0,0,0
"732","Aspalathus_bodkinii","Aspalathus",1,1,0,0,0,0
"733","Aspalathus_bracteata","Aspalathus",1,1,0,0,0,0
"734","Aspalathus_capensis","Aspalathus",1,1,0,0,0,0
"735","Aspalathus_carnosa","Aspalathus",1,1,0,0,0,0
"736","Aspalathus_cephalotes","Aspalathus",1,1,0,0,0,0
"737","Aspalathus_chenopoda","Aspalathus",1,1,0,0,0,0
"738","Aspalathus_chortophila","Aspalathus",1,1,0,0,0,0
"739","Aspalathus_ciliaris","Aspalathus",1,1,0,0,0,0
"740","Aspalathus_cinerascens","Aspalathus",1,1,0,1,0,0
"741","Aspalathus_commutata","Aspalathus",1,1,0,0,0,0
"742","Aspalathus_confusa","Aspalathus",1,1,0,0,0,0
"743","Aspalathus_cordata","Aspalathus",1,1,0,0,0,0
"744","Aspalathus_crassisepala","Aspalathus",1,1,0,0,0,0
"745","Aspalathus_crenata","Aspalathus",1,1,0,0,0,0
"746","Aspalathus_divaricata","Aspalathus",1,1,0,0,0,0
"747","Aspalathus_ericifolia","Aspalathus",1,1,0,0,0,0
"748","Aspalathus_flexuosa","Aspalathus",1,1,0,0,0,0
"749","Aspalathus_forbesii","Aspalathus",1,1,0,0,0,0
"750","Aspalathus_frankenioides","Aspalathus",1,1,0,0,0,0
"751","Aspalathus_gerrardii","Aspalathus",1,1,0,0,0,0
"752","Aspalathus_heterophylla","Aspalathus",1,1,0,0,0,0
"753","Aspalathus_hirta","Aspalathus",1,1,0,0,0,0
"754","Aspalathus_hispida","Aspalathus",1,1,0,0,0,0
"755","Aspalathus_hystrix","Aspalathus",1,1,0,0,0,0
"756","Aspalathus_inops","Aspalathus",1,1,0,0,0,0
"757","Aspalathus_juniperina","Aspalathus",1,1,0,0,0,0
"758","Aspalathus_lactea","Aspalathus",1,1,0,0,0,0
"759","Aspalathus_laeta","Aspalathus",1,1,0,0,0,0
"760","Aspalathus_laricifolia","Aspalathus",1,1,0,0,0,0
"761","Aspalathus_linearis","Aspalathus",1,1,0,1,0,0
"762","Aspalathus_linguiloba","Aspalathus",1,1,0,0,0,0
"763","Aspalathus_longifolia","Aspalathus",1,1,0,0,0,0
"764","Aspalathus_longipes","Aspalathus",1,1,0,0,0,0
"765","Aspalathus_macrantha","Aspalathus",1,1,0,0,0,0
"766","Aspalathus_microphylla","Aspalathus",1,1,0,0,0,0
"767","Aspalathus_muraltioides","Aspalathus",1,1,0,0,0,0
"768","Aspalathus_nigra","Aspalathus",1,1,0,0,0,0
"769","Aspalathus_nivea","Aspalathus",1,1,0,0,0,0
"770","Aspalathus_opaca","Aspalathus",1,1,0,0,0,0
"771","Aspalathus_pachyloba","Aspalathus",1,1,0,0,0,0
"772","Aspalathus_pendula","Aspalathus",1,1,0,0,0,0
"773","Aspalathus_quinquefolia","Aspalathus",1,1,0,0,0,0
"774","Aspalathus_recurva","Aspalathus",1,1,0,0,0,0
"775","Aspalathus_retroflexa","Aspalathus",1,1,0,0,0,0
"776","Aspalathus_rubens","Aspalathus",1,1,0,0,0,0
"777","Aspalathus_salteri","Aspalathus",1,1,0,0,0,0
"778","Aspalathus_sericea","Aspalathus",1,1,0,0,0,0
"779","Aspalathus_setacea","Aspalathus",1,1,0,0,0,0
"780","Aspalathus_spicata","Aspalathus",1,1,0,0,0,0
"781","Aspalathus_spinescens","Aspalathus",1,1,0,0,0,0
"782","Aspalathus_spinosa","Aspalathus",1,1,0,0,0,0
"783","Aspalathus_spinosissima","Aspalathus",1,1,0,0,0,0
"784","Aspalathus_stenophylla","Aspalathus",1,1,0,0,0,0
"785","Aspalathus_teres","Aspalathus",1,1,0,0,0,0
"786","Aspalathus_ternata","Aspalathus",1,1,0,0,0,0
"787","Aspalathus_tuberculata","Aspalathus",1,1,0,0,0,0
"788","Aspalathus_ulicina","Aspalathus",1,1,0,0,0,0
"789","Aspalathus_uniflora","Aspalathus",1,1,0,0,0,0
"790","Astracantha_echinus","Astracantha",1,1,0,0,0,0
"791","Astracantha_gummifera","Astracantha",1,1,0,1,0,0
"792","Astragalus_aboriginum","Astragalus",1,0,0,0,0,0
"793","Astragalus_adsurgens","Astragalus",1,0,0,3,0,0
"794","Astragalus_aduncus","Astragalus",1,0,0,0,0,0
"795","Astragalus_agrestis","Astragalus",1,0,0,0,0,0
"796","Astragalus_algerianus","Astragalus",1,0,0,0,0,0
"797","Astragalus_allochrous","Astragalus",1,0,0,0,0,0
"798","Astragalus_alopecias","Astragalus",0,0,0,3,0,0
"799","Astragalus_alopecuroides","Astragalus",1,0,0,0,0,0
"800","Astragalus_alpinus","Astragalus",1,0,0,0,0,0
"801","Astragalus_americanus","Astragalus",1,0,0,0,0,0
"802","Astragalus_amherstianus","Astragalus",1,0,1,0,0,0
"803","Astragalus_ammodytes","Astragalus",1,0,0,0,0,0
"804","Astragalus_angustifolius","Astragalus",1,1,0,0,0,0
"805","Astragalus_annularis","Astragalus",1,0,1,0,0,0
"806","Astragalus_arenarius","Astragalus",1,0,0,0,0,0
"807","Astragalus_argophyllus","Astragalus",1,0,0,0,0,0
"808","Astragalus_armatus","Astragalus",1,1,0,0,0,0
"809","Astragalus_asper","Astragalus",1,0,0,1,0,0
"810","Astragalus_asymmetricus","Astragalus",1,0,0,0,0,0
"811","Astragalus_atropilosulus","Astragalus",1,0,0,0,0,0
"812","Astragalus_australis","Astragalus",1,0,0,0,0,0
"813","Astragalus_austrosibiricus","Astragalus",1,0.111111111,0.171641791,0,0,0
"814","Astragalus_beckwithii","Astragalus",1,0,0,0,0,0
"815","Astragalus_bisulcatus","Astragalus",1,0,0,0,0,0
"816","Astragalus_bodinii","Astragalus",1,0,0,0,0,0
"817","Astragalus_boeticus","Astragalus",1,0,1,1,0,0
"818","Astragalus_bolanderi","Astragalus",1,0,0,0,0,0
"819","Astragalus_brachycarpus","Astragalus",1,0,0,0,0,0
"820","Astragalus_brazoensis","Astragalus",1,0,1,0,0,0
"821","Astragalus_callichrous","Astragalus",1,0,1,0,0,0
"822","Astragalus_campylosema","Astragalus",1,0,0,0,0,0
"823","Astragalus_canadensis","Astragalus",1,1,0,0,0,0
"824","Astragalus_ceramicus","Astragalus",1,0,0,0,0,0
"825","Astragalus_chamissonis","Astragalus",1,1,0,0,0,0
"826","Astragalus_chinensis","Astragalus",1,0,0,2,0,0
"827","Astragalus_chlorostachys","Astragalus",1,0,0,0,0,0
"828","Astragalus_chrysopterus","Astragalus",1,0,0,0,0,0
"829","Astragalus_cicer","Astragalus",1,0,0,3,0,0
"830","Astragalus_complanatus","Astragalus",1,0,0,0,0,0
"831","Astragalus_concretus","Astragalus",1,0,0,0,0,0
"832","Astragalus_coquimbensis","Astragalus",1,0,1,0,0,0
"833","Astragalus_corrugatus","Astragalus",1,0,0,2,0,0
"834","Astragalus_crassicarpus","Astragalus",1,0,0,1,0,0
"835","Astragalus_crenatus","Astragalus",1,0,1,1,0,0
"836","Astragalus_cysticalyx","Astragalus",1,1,0,0,0,0
"837","Astragalus_dahuricus","Astragalus",1,0.111111111,0.171641791,0,0,0
"838","Astragalus_danicus","Astragalus",1,0,0,2,0,0
"839","Astragalus_densiflorus","Astragalus",1,0,0,0,0,0
"840","Astragalus_drummondii","Astragalus",1,0,0,0,0,0
"841","Astragalus_echinatus","Astragalus",1,0,1,0,0,0
"842","Astragalus_epiglottis","Astragalus",1,0,1,0,0,0
"843","Astragalus_eucosmus","Astragalus",1,0,0,0,0,0
"844","Astragalus_falcatus","Astragalus",1,0,0,3,0,0
"845","Astragalus_falciformis","Astragalus",1,0,0,0,0,0
"846","Astragalus_filicaulis","Astragalus",0,0,1,1,0,0
"847","Astragalus_flexuosus","Astragalus",1,0,0,0,0,0
"848","Astragalus_frigidus","Astragalus",1,0,0,0,0,0
"849","Astragalus_galegiformis","Astragalus",1,0,0,2,0,0
"850","Astragalus_gambelianus","Astragalus",1,0,1,0,0,0
"851","Astragalus_geminiflorus","Astragalus",1,0.111111111,0.171641791,0,0,0
"852","Astragalus_glaux","Astragalus",1,0,0,0,0,0
"853","Astragalus_glycyphyllos","Astragalus",1,0,0,3,0,0
"854","Astragalus_gombo","Astragalus",1,0,0,0,0,0
"855","Astragalus_gracilis","Astragalus",1,0,0,0,0,0
"856","Astragalus_graveolens","Astragalus",1,0,0,0,0,0
"857","Astragalus_hamosus","Astragalus",1,0,1,2,0,0
"858","Astragalus_himalayanus","Astragalus",1,0,0,1,0,0
"859","Astragalus_hispidulus","Astragalus",1,0,1,0,0,0
"860","Astragalus_hornii","Astragalus",1,0,1,0,0,0
"861","Astragalus_humistratus","Astragalus",1,0,0,0,0,0
"862","Astragalus_hypogaeus","Astragalus",1,1,0,1,0,0
"863","Astragalus_hypoglottis","Astragalus",1,0,0,0,0,0
"864","Astragalus_jaegerianus","Astragalus",1,0,0,0,0,0
"865","Astragalus_karkarensis","Astragalus",1,1,0,1,0,0
"866","Astragalus_kentrophyta","Astragalus",1,0,0,0,0,0
"867","Astragalus_lasiophyllus","Astragalus",1,0,0,1,0,0
"868","Astragalus_lehmannianus","Astragalus",1,0,0,1,0,0
"869","Astragalus_lentiginosus","Astragalus",1,0,0,0,0,0
"870","Astragalus_leontinus","Astragalus",1,0,0,0,0,0
"871","Astragalus_leptocarpus","Astragalus",1,0,1,0,0,0
"872","Astragalus_leucocephalus","Astragalus",1,0,0,0,0,0
"873","Astragalus_lindheimeri","Astragalus",1,0,1,0,0,0
"874","Astragalus_lonchocarpus","Astragalus",1,0,0,0,0,0
"875","Astragalus_luristanicus","Astragalus",1,1,0,0,0,0
"876","Astragalus_miniatus","Astragalus",1,0,0,0,0,0
"877","Astragalus_miser","Astragalus",1,1,0,0,0,0
"878","Astragalus_missouriensis","Astragalus",1,1,0,0,0,0
"879","Astragalus_mollissimus","Astragalus",1,0,0,0,0,0
"880","Astragalus_monspessulanus","Astragalus",1,0,0,2,0,0
"881","Astragalus_neglectus","Astragalus",1,0,0,0,0,0
"882","Astragalus_nothoxys","Astragalus",1,0,0,0,0,0
"883","Astragalus_nuttallianus","Astragalus",1,0,1,0,0,0
"884","Astragalus_nuttallii","Astragalus",1,0,0,0,0,0
"885","Astragalus_odoratus","Astragalus",1,0,0,0,0,0
"886","Astragalus_onobrychis","Astragalus",1,0,0,3,0,0
"887","Astragalus_orbiculatus","Astragalus",1,0,0,0,0,0
"888","Astragalus_oxyglottis","Astragalus",1,0,1,0,0,0
"889","Astragalus_palmeri","Astragalus",1,0,0,0,0,0
"890","Astragalus_pectinatus","Astragalus",1,0,0,0,0,0
"891","Astragalus_pehuenches","Astragalus",1,0,0.171641791,0,0,0
"892","Astragalus_pelecinus","Astragalus",1,0,1,1,0,0
"893","Astragalus_podocarpus","Astragalus",1,0,0,0,0,0
"894","Astragalus_politovii","Astragalus",1,0,0,0,0,0
"895","Astragalus_ponticus","Astragalus",1,0,0,0,0,0
"896","Astragalus_purshii","Astragalus",1,0,0,0,0,0
"897","Astragalus_reflexistipulus","Astragalus",1,0,0,1,0,0
"898","Astragalus_robbinsii","Astragalus",1,0,0,0,0,0
"899","Astragalus_roemeri","Astragalus",1,0,0,0,0,0
"900","Astragalus_rusbyi","Astragalus",1,0,0,0,0,0
"901","Astragalus_saccocalyx","Astragalus",1,1,0,0,0,0
"902","Astragalus_scaberrimus","Astragalus",1,0,0,1,0,0
"903","Astragalus_sempervirens","Astragalus",1,1,0,0,0,0
"904","Astragalus_sesameus","Astragalus",1,0,1,0,0,0
"905","Astragalus_sikkimensis","Astragalus",1,0,0,0,0,0
"906","Astragalus_siliquosus","Astragalus",1,0,0,0,0,0
"907","Astragalus_sinicus","Astragalus",1,0,0,1,0,0
"908","Astragalus_spatulatus","Astragalus",1,0,0,0,0,0
"909","Astragalus_steinbergianus","Astragalus",1,0,0,0,0,0
"910","Astragalus_stenoceras","Astragalus",1,0,0,1,0,0
"911","Astragalus_stevenianus","Astragalus",1,0,0,2,0,0
"912","Astragalus_stipulatus","Astragalus",1,0,0,0,0,0
"913","Astragalus_subumbellatus","Astragalus",1,0,1,0,0,0
"914","Astragalus_sulcatus","Astragalus",1,0,0,1,0,0
"915","Astragalus_tenellus","Astragalus",1,0,0,0,0,0
"916","Astragalus_tener","Astragalus",1,0,1,0,0,0
"917","Astragalus_tenuifolius","Astragalus",1,0,0,0,0,0
"918","Astragalus_tibetanus","Astragalus",1,0,0,1,0,0
"919","Astragalus_tribuloides","Astragalus",1,0,1,2,0,0
"920","Astragalus_trichocarpus","Astragalus",1,1,0,0,0,0
"921","Astragalus_trichopodus","Astragalus",1,1,0,0,0,0
"922","Astragalus_uliginosus","Astragalus",1,0,0,3,0,0
"923","Astragalus_umbellatus","Astragalus",1,0,0,1,0,0
"924","Astragalus_utahensis","Astragalus",1,0,0,0,0,0
"925","Astragalus_vaginatus","Astragalus",1,0,0,0,0,0
"926","Astragalus_vexilliflexus","Astragalus",1,0,0,0,0,0
"927","Astragalus_whitneyi","Astragalus",1,0,0,0,0,0
"928","Astragalus_wootonii","Astragalus",1,0,0,0,0,0
"929","Astragalus_zingeri","Astragalus",1,1,0,0,0,0
"930","Ateleia_apetala","Ateleia",1,1,0,0,0,0
"931","Ateleia_glazioveana","Ateleia",1,1,0,0,0,0
"932","Ateleia_gummifera","Ateleia",1,1,0,0,0,0
"933","Ateleia_ovata","Ateleia",1,1,0,0,0,0
"934","Baikiaea_insignis","Baikiaea",0,1,0,2,0,0
"935","Baikiaea_plurijuga","Baikiaea",0,1,0,3,0,0
"937","Balsamocarpon_brevifolium","Balsamocarpon",0,0.988764045,0,0,0,0
"938","Baphia_laurifolia","Baphia",1,1,0,0,0,0
"939","Baphia_massaiensis","Baphia",1,1,0,0,0,0
"940","Baphia_maxima","Baphia",1,1,0,0,0,0
"941","Baphia_pubescens","Baphia",1,1,0,3,0,0
"942","Baphiopsis_parviflora","Baphiopsis",0,1,0,0,0,0
"943","Baptisia_alba","Baptisia",1,0,0,0,0,0
"944","Baptisia_australis","Baptisia",1,0,0,0,0,0
"945","Baptisia_bracteata","Baptisia",1,0,0,0,0,0
"947","Baptisia_perfoliata","Baptisia",1,0,0,0,0,0
"948","Baptisia_tinctoria","Baptisia",1,0,0,0,0,0
"949","Barbieria_pinnata","Barbieria",0,1,0,1,0,0
"950","Batesia_floribunda","Batesia",0,1,0,0,0,0
"951","Bauhinia_acreana","Bauhinia",0,1,0,0,0,0
"952","Bauhinia_acuminata","Bauhinia",0,1,0,6,0,0
"953","Bauhinia_acuruana","Bauhinia",0,1,0,0,0,0
"954","Bauhinia_alata","Bauhinia",0,1,0,0,0,0
"955","Bauhinia_angulosa","Bauhinia",0,1,0,0,0,0
"956","Bauhinia_bauhinioides","Bauhinia",0,1,0,0,0,0
"957","Bauhinia_bidentata","Bauhinia",0,1,0,0,0,0
"958","Bauhinia_binata","Bauhinia",0,1,0,2,0,0
"960","Bauhinia_brachycarpa","Bauhinia",0,1,0,0,0,0
"961","Bauhinia_brevipes","Bauhinia",0,1,0,0,0,0
"962","Bauhinia_carronii","Bauhinia",0,1,0,0,0,0
"963","Bauhinia_championii","Bauhinia",1,1,0,0,0,0
"965","Bauhinia_conwayi","Bauhinia",0,1,0,0,0,0
"966","Bauhinia_corymbosa","Bauhinia",0,1,0,1,0,0
"967","Bauhinia_cunninghamii","Bauhinia",1,1,0,0,0,0
"968","Bauhinia_cupreonitens","Bauhinia",0,1,0,0,0,0
"969","Bauhinia_diphylla","Bauhinia",0,1,0,1,0,0
"970","Bauhinia_divaricata","Bauhinia",1,1,0,1,0,0
"971","Bauhinia_forficata","Bauhinia",0,1,0,0,0,1
"972","Bauhinia_galpinii","Bauhinia",0,1,0,1,0,0
"973","Bauhinia_glauca","Bauhinia",0,1,0,0,0,0
"974","Bauhinia_guianensis","Bauhinia",0,1,0,0,0,0
"975","Bauhinia_integrifolia","Bauhinia",0,1,0,0,0,0
"976","Bauhinia_kockiana","Bauhinia",0,1,0,0,0,0
"977","Bauhinia_kunthiana","Bauhinia",0,1,0,0,0,0
"978","Bauhinia_longicuspis","Bauhinia",0,1,0,0,0,0
"979","Bauhinia_longifolia","Bauhinia",0,1,0,0,0,0
"981","Bauhinia_malabarica","Bauhinia",0,1,0,4,0,0
"982","Bauhinia_microstachya","Bauhinia",0,1,0,0,0,0
"983","Bauhinia_monandra","Bauhinia",0,1,0,1,0,0
"984","Bauhinia_multinervia","Bauhinia",0,1,0,0,0,0
"985","Bauhinia_ornata","Bauhinia",0,1,0,0,0,0
"986","Bauhinia_pauletia","Bauhinia",0,1,0,0,0,1
"987","Bauhinia_pentandra","Bauhinia",0,1,0,0,0,0
"988","Bauhinia_petersiana","Bauhinia",0,1,0,0,0,0
"989","Bauhinia_picta","Bauhinia",0,1,0,0,0,0
"990","Bauhinia_pottsii","Bauhinia",0,1,0,1,0,0
"991","Bauhinia_pulchella","Bauhinia",1,1,0,0,0,0
"992","Bauhinia_purpurea","Bauhinia",0,1,0,9,0,0
"993","Bauhinia_racemosa","Bauhinia",1,1,0,5,0,0
"994","Bauhinia_reticulata","Bauhinia",0,1,0,0,0,0
"995","Bauhinia_rufa","Bauhinia",1,1,0,0,0,1
"996","Bauhinia_rufescens","Bauhinia",0,1,0,6,0,0
"997","Bauhinia_scandens","Bauhinia",0,1,0,2,0,0
"998","Bauhinia_tomentosa","Bauhinia",0,1,0,6,0,0
"999","Bauhinia_ungulata","Bauhinia",0,1,0,0,0,1
"1000","Bauhinia_vahlii","Bauhinia",1,1,0,5,0,0
"1001","Bauhinia_variegata","Bauhinia",0,1,0,6,0,0
"1002","Bergeronia_sericea","Bergeronia",1,0.702290076,0.129770992,0,0,0
"1003","Berlinia_bracteosa","Berlinia",0,1,0,1,0,0
"1004","Berlinia_craibiana","Berlinia",0,1,0,1,0,0
"1005","Berlinia_grandiflora","Berlinia",0,1,0,1,0,0
"1006","Bituminaria_acaulis","Bituminaria",1,0,0,2,0,0
"1007","Bituminaria_bituminosa","Bituminaria",1,0,0,2,0,0
"1008","Bobgunnia_madagascariensis","Bobgunnia",1,1,0,3,0,0
"1009","Bocoa_mollis","Bocoa",0,1,0,0,0,0
"1010","Bolusanthus_speciosus","Bolusanthus",1,1,0,3,0,0
"1011","Bolusia_amboensis","Bolusia",1,0,0,0,0,0
"1012","Bolusia_rhodesiana","Bolusia",1,0,0,0,0,0
"1013","Bossiaea_aquifolium","Bossiaea",1,1,0,0,0,0
