"","species","intrdcd.x","mean_wal_score"
"208","Acacia_salicina",1,0.0932307692307692
"209","Acacia_saligna",0,0.053
"210","Acacia_saligna",1,0.125574567554932
"211","Acacia_sclerosperma",0,0.053
"212","Acacia_sclerosperma",1,0.064
"213","Acacia_shirleyi",0,0.0295558739255015
"214","Acacia_silvestris",0,0.0249655172413794
"215","Acacia_simsii",0,0.0699773584905659
"216","Acacia_sparsiflora",0,0.043
"217","Acacia_spathulifolia",0,0.053
"218","Acacia_spectabilis",0,0.0373303867403315
"219","Acacia_spinescens",0,0.0143219264892269
"220","Acacia_spinosissima",0,0.053
"221","Acacia_squamata",0,0.053
"222","Acacia_stenophylla",0,0.0300055846422337
"223","Acacia_stenoptera",0,0.053
"224","Acacia_stipuligera",0,0.0279559902200489
"225","Acacia_stricta",0,0.0206211739287001
"226","Acacia_suaveolens",0,0.0305222154595253
"227","Acacia_subcaerulea",0,0.053
"228","Acacia_sulcata",0,0.053
"229","Acacia_tenuissima",0,0.0301362196409714
"230","Acacia_tephrina",0,0.0420659898477157
"231","Acacia_terminalis",0,0.0292918481642811
"232","Acacia_terminalis",1,0.1365
"233","Acacia_tetragonocarpa",0,0.053
"234","Acacia_tetragonophylla",0,0.0278258478460127
"235","Acacia_thomsonii",0,0.0311754385964912
"236","Acacia_torulosa",0,0.0280889830508475
"237","Acacia_trachycarpa",0,0.053
"238","Acacia_trachyphloia",0,0.036
"239","Acacia_translucens",0,0.0348582089552239
"240","Acacia_trineura",0,0.0256581818181818
"241","Acacia_triptera",0,0.0350407876230661
"242","Acacia_tumida",0,0.0400681520314548
"243","Acacia_ulicifolia",0,0.0344344095404303
"244","Acacia_umbellata",0,0.0312072727272727
"245","Acacia_uncifera",0,0.043
"246","Acacia_urophylla",0,0.053
"247","Acacia_verniciflua",0,0.0209193811074919
"248","Acacia_verticillata",0,0.0160332249070632
"249","Acacia_verticillata",1,0.0454869565217391
"250","Acacia_vestita",0,0.036
"251","Acacia_vestita",1,0.043
"252","Acacia_victoriae",0,0.0213077526987245
"253","Acacia_wilhelmiana",0,0.0217628865979382
"254","Acacia_willdenowiana",0,0.053
"255","Acacia_yirrkallensis",0,0.02
"256","Acmispon_americanus",0,0.0384322105859043
"257","Acmispon_americanus",1,0.029
"258","Acmispon_brachycarpus",0,0.0386381197681905
"259","Acmispon_maritimus",0,0.0467683946488294
"260","Acmispon_parviflorus",0,0.0332403189066059
"261","Acmispon_subpinnatus",0,0.10448
"262","Acmispon_wrangelianus",0,0.04284
"263","Acosmium_lentiscifolium",0,0.140379310344828
"264","Acrocarpus_fraxinifolius",0,0.58328947368421
"265","Acrocarpus_fraxinifolius",1,0.200769230769231
"266","Adenanthera_intermedia",0,0.72
"267","Adenocarpus_complicatus",0,0.127175359342916
"268","Adenocarpus_complicatus",1,0.053
"269","Adenocarpus_decorticans",0,0.155344871794872
"270","Adenocarpus_foliolosus",0,0.06
"271","Adenodolichos_punctatus",0,0.285320754716981
"272","Adesmia_latifolia",0,0.101586956521739
"273","Adesmia_muricata",0,0.0719
"274","Adesmia_punctata",0,0.0893870967741936
"275","Aeschynomene_abyssinica",0,0.197896551724138
"276","Aeschynomene_afraspera",0,0.0611489361702128
"277","Aeschynomene_americana",0,0.189252811997857
"278","Aeschynomene_americana",1,0.259720081135903
"279","Aeschynomene_aspera",0,0.0775641025641026
"280","Aeschynomene_aspera",1,0.043
"281","Aeschynomene_bracteosa",0,0.259125
"282","Aeschynomene_brevifolia",0,0.0998499999999999
"283","Aeschynomene_brevifolia",1,0.04218
"284","Aeschynomene_ciliata",0,0.271160305343511
"285","Aeschynomene_crassicaulis",0,0.0942307692307692
"286","Aeschynomene_cristata",0,0.150686746987952
"287","Aeschynomene_denticulata",0,0.0860166666666667
"288","Aeschynomene_elaphroxylon",0,0.159382113821138
"289","Aeschynomene_evenia",0,0.162032258064516
"290","Aeschynomene_filosa",0,0.113386363636364
"291","Aeschynomene_fluitans",0,0.161877192982456
"292","Aeschynomene_fluitans",1,0.031
"293","Aeschynomene_fluminensis",0,0.155861111111111
