Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes,genus species,,,,,,,,,,,,,,,,
1,Sarraceniaceae,Heliamphora,heterodoxa, , , , , ,Plachno et al. 2007, ,Heliamphora heterodoxa,,,,,,,,,,,,,,,,
1,Sarraceniaceae,Heliamphora,nutans, , , , , ,Plachno et al. 2007, ,Heliamphora nutans,,,,,,,,,,,,,,,,
23,Sarraceniaceae,Heliamphora,sp., , , , ,,Koptur 1992; Jurgens et al. 2012;  Courtney 2013,all species have EFNs: insectivores,Heliamphora sp.,,,,,,,,,,,,,,,,
1,Sarraceniaceae,Sarracenia ,alata,pitcher plant,"rhizomatous, perennial herb",United States,"over the entire pitcher, they are concentrated around the lip or peristome and immediately inside the mouth of the pitcher",Horner 2012,Horner 2012,,Sarracenia  alata,,,,,,,,,,,,,,,,
1,Sarraceniaceae,Sarracenia ,purpurea,,pitcher plant,United States,around the pitcher lip,"Ne'eman, Ne'eman, and Ellison 2006","Ne'eman, Ne'eman, and Ellison 2006",,Sarracenia  purpurea,,,,,,,,,,,,,,,,
8,Sarraceniaceae,Sarracenia ,sp., , , , , ,Koptur 1992; Jurgens et al. 2012; Rodenas 2012; Srephens and Folkerts 2012; Courtney 2013,all species have EFNs: insectivores,Sarracenia  sp.,,,,,,,,,,,,,,,,
1,Saxifragaceae,Ribes,rubrum, , , , , ,"H. G. Baker, unpub.",need to confirm,Ribes rubrum,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,spp.,,,,glandular hairs on the upper leaves and bracts,,Kadereit 2012,,Melampyrum spp.,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,americanum , , , ,leaf surfaces, ,Zimmermann 1932,(syn M. pratense,Melampyrum americanum ,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,arvense, , , , , ,Zimmermann 1932, ,Melampyrum arvense,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,barbatum, , , ,leaf surfaces, ,Zimmermann 1932, ,Melampyrum barbatum,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,nemorosum, , , , , ,Zimmermann 1932, ,Melampyrum nemorosum,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Melampyrum,silvaticum, , , , , ,Kirchmayer 1908, ,Melampyrum silvaticum,,,,,,,,,,,,,,,,
,Scrophulariaceae,Melampyrum,,,,,upper leaves,,Kadereit 2012,,Melampyrum ,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Paulownia,coreana, , ,Korea,leaf-blade top and underside, ,Pemberton 1990, ,Paulownia coreana,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Paulownia,tomentosa, , ,Asia,"leaf blade top, underside and calyx", ,Zimmermann 1932; Pemberton 1990; Pemberton and Lee 1996,syn P. imperialis,Paulownia tomentosa,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Penstemon,angustifolius, , , , , ,D. Deuth unpub.,P. virgatus?,Penstemon angustifolius,,,,,,,,,,,,,,,,
1,Scrophulariaceae,Uroskinnera,spectabilis, , , , , ,Zimmermann 1932, ,Uroskinnera spectabilis,,,,,,,,,,,,,,,,
1,Simaroubaceae,Ailanthus,altissima,silk tree,tree,South-East China, leaf margins,Staab et al. 2017,Keeler 1979; Mizell 2004; Staab et al. 2017, ,Ailanthus altissima,,,,,,,,,,,,,,,,
1,Simaroubaceae,Ailanthus,arvense, ,tree, , , ,Zimmermann 1932, ,Ailanthus arvense,,,,,,,,,,,,,,,,
1,Simaroubaceae,Ailanthus,barbatum, ,tree, , , ,Zimmermann 1932, ,Ailanthus barbatum,,,,,,,,,,,,,,,,
1,Simaroubaceae,Ailanthus,glandulosa, , , , , ,"Clair-Maczulajtys and Bory 1983; Bory and Claire-Maczulajtys 1986; Vesprini, Pacini and Nepi, 2012; Roshchina and Roshchina 2012",photos in Clair-Maczulajtys ,Ailanthus glandulosa,,,,,,,,,,,,,,,,
 ,Simaroubaceae,Ailanthus,spp. , , , ,"most if not all have nectaries 
on auriculate margins of leaflets", ,Ellias 1983; Curtis et al. 2002,online photo Curtis et al. 2002; most if not all have nectaries ,Ailanthus spp. ,,,,,,,,,,,,,,,,
1,Simaroubaceae,Brucea,spp. , , , , , ,Clair-Maczulajtys and Bory 1983,"""Les nectaires extafloraux sont assez fréquents chez les Simarubacées, en particular chez les genres Brucea, Harrisonia, Simaba, Simaruba etc. Ils  sont souvent situés sur le limbe, plus rarement sur le pétiole (Cadillia)Clair-Maculajtys et Bory 1983",Brucea spp. ,,,,,,,,,,,,,,,,
1,Simaroubaceae,Eurycoma,sp., , , , , ,D. J. O'Dowd letter 1980, ,Eurycoma sp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Hannoa,sp., , , , , ,D. J. O'Dowd letter 1980, ,Hannoa sp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Mannia,sp., , , , , ,D. J. O'Dowd letter 1980,Angiosperm Phylogeny website (Stevens 2005) does not list this genus for Simaroubaceae ,Mannia sp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Odyendea,sp., , , , , ,D. J. O'Dowd letter 1980, ,Odyendea sp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Picrasma,sp., , , , , ,"D. J. O'Dowd, letter 1980", ,Picrasma sp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Pierreodendron,sp. ,,tree,Panama,,,D. J. O'Dowd letter 1980,as Simarubopsis in O'Dowd,Pierreodendron sp. ,,,,,,,,,,,,,,,,
1,Simaroubaceae,Quassia,amara, ,small tree/shrub,Panama,upper leaf surface, ,Zimmermann 1932; Elias 1983; Schupp and Feener 1991,syn. P. imperialis,Quassia amara,,,,,,,,,,,,,,,,
1,Simaroubaceae,Samadera,indica, , , ,upper leaf surface, ,Zimmermann 1932; Elias 1983,Angiosperm Phylogeny website (Stevens 2005) does not list this genus for Simaroubaceae ,Samadera indica,,,,,,,,,,,,,,,,
1,Simaroubaceae,Samadera,mekongensis, , , ,upper leaf surface, ,Zimmermann 1932; Elias 1983,Angiosperm Phylogeny website (Stevens 2005) does not list this genus for Simaroubaceae ,Samadera mekongensis,,,,,,,,,,,,,,,,
1,Simaroubaceae,Simaba,spp.,,,,,,"D. J. O'Dowd, letter 1980; Clair-Maczulajtys and Bory 1983","""Les nectaires extafloraux sont assez fréquents chez les Simarubacées, en particular chez les genres Brucea, Harrisonia, Simaba, Simaruba etc. Ils  sont souvent situés sur le limbe, plus rarement sur le pétiole (Cadillia)Clair-Maculajtys et Bory 1983",Simaba spp.,,,,,,,,,,,,,,,,
1,Simaroubaceae,Simarouba,amara,,tree,Panama,,,Schupp and Feener 1991,,Simarouba amara,,,,,,,,,,,,,,,,
 ,Simaroubaceae,Simarouba,spp.,,,,,,"D. J. O'Dowd, letter 1980; Clair-Maczulajtys and Bory 1983",,Simarouba spp.,,,,,,,,,,,,,,,,
1,Smilaceae,Smilax,bracteata, ,liana,"Yunnan, China","apex, lower side", ,Liu and Chen 2008,as Liliaceae,Smilax bracteata,,,,,,,,,,,,,,,,
1,Smilaceae,Smilax,cf. australis, ,vine, ,stem, ,Blüthgen&Reifenrath 2003, ,Smilax cf. australis,,,,,,,,,,,,,,,,
1,Smilaceae,Smilax,lunglingensis, ,liana,"Yunnan, China","apex, lower side", ,Liu and Chen 2008,as Liliaceae,Smilax lunglingensis,,,,,,,,,,,,,,,,
1,Smilaceae,Smilax,perfoliata, ,liana,"Yunnan, China","apex, lower side", ,Liu and Chen 2008,as Liliaceae,Smilax perfoliata,,,,,,,,,,,,,,,,
1,Smilaceae,Smilax,sp., , , , , ,"D. J. O'Dowd, letter 1980", ,Smilax sp.,,,,,,,,,,,,,,,,
1,Solanaceae,Grabowskia,duplicata,,,,,,Bernadello 1987,,Grabowskia duplicata,,,,,,,,,,,,,,,,
1,Solanaceae,Lycium,nodosus,,,,,,Bernadello 1987,,Lycium nodosus,,,,,,,,,,,,,,,,
1,Solanaceae,Markea,sp.,,,,,,Koptur 1992,,Markea sp.,,,,,,,,,,,,,,,,
1,Solanaceae,Phrodus,microphyllus,,,,,,Bernadello 1987,,Phrodus microphyllus,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,adherens,,,Costa Rica,leaf,Gentry 2003,Gentry 2003,,Solanum adherens,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,another sp.,,,wet tropical Costa Rica,,,"Hespenheide, quoted in Anderson and Symon 1985",,Solanum another sp.,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,cunninghamii,,,Australian endemics,outer surface of corolla,,Anderson and Symon 1986,,Solanum cunninghamii,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,dioicum,,,Australian endemics,"outer surface of corolla, abaxial leaf surface",,Anderson and Symon 1986,,Solanum dioicum,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,nigrum,,herb,Nebraska USA,,,Keeler 1979,"Probably Solanum americanum or similar species; S. nigrum not known from Nebraska; S. nigrum may have EFNs however: D. D. Schmidt, Max Planck Institute for Chemical Ecology pers. com. 2007",Solanum nigrum,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,quitoense,,herb,Costa Rica,"glandular trichomes, base of fruit",,Mexzón and Chinchilla 1999,Mexzón and Chinchilla 1999 do not say that these trichomes are nectaries,Solanum quitoense,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,rudepandum,,,Mexico,leaf blade,,Gentry 2003; Díaz-Castelazo et al. 2004; Díaz-Castelazo et al. 2013,Reported to have and lack nectaries (Gentry 2003; Diaz-Castelazo et al. 2004); it appears both are refering to leaf nectaries,Solanum rudepandum,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,schlechtendaliamum,,herb,Costa Rica,leaf,,Mexzón and Chinchilla 1999,Mexzón and Chinchilla 1999 do not say that these trichomes are nectaries,Solanum schlechtendaliamum,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,sp.,,herb,weedy in Arizona,,,"Keeler, unpub.; Koptur 1992",,Solanum sp.,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,sp. 2,,shrub,Mexico,leaf blade,,Díaz-Castelazo et al. 2004; Díaz-Castelazo et al. 2013,,Solanum sp. 2,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,stramonifolium,,herb,Brazil,calyx,,Falcão et al. 2002,Photo in Falcão et al. 2002,Solanum stramonifolium,,,,,,,,,,,,,,,,
1,Solanaceae,Solanum,tudununggae,,,Australian endemics,outer surface of corolla,,Anderson and Symon 1986,,Solanum tudununggae,,,,,,,,,,,,,,,,
,Staphyleaceae,no genus given,no species given,,,,,,Metcalfe and Chalk 1979,in list of families with efns,no genus given no species given,,,,,,,,,,,,,,,,
1,Staphyleaceae,Staphylea,ovalifolia,,understory tree,Malaysia,rachis,,Fiala and Linsenmair 1995,was Turpinia,Staphylea ovalifolia,,,,,,,,,,,,,,,,
1,Stylidiaceae,Stylidium,breviscapum,,,western Australia,"simple leaf, tip",,Lamont 1979,,Stylidium breviscapum,,,,,,,,,,,,,,,,
1,Styracaceae,no genus given,many,,,,,,Vesque 1885,"Section on Styracaceae: “Signalons en passant les dents des jeunnes feuilles don l’épiderme s’hypertrophie énormément sans se diviser, comme il le fait dans les nectaries extrafloraux d’un grand nombre de plantes.” p. 268",no genus given many,,,,,,,,,,,,,,,,
1,Surianaceae,Cadellia*,pentastylis,,,,petiole,,Zimmermann 1932; Elias 1983,,Cadellia* pentastylis,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,anachoreta,,,,,,Wortley et al. 2005,,Thomandersia anachoreta,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,butayei,,,,,,Wortley et al. 2005,,Thomandersia butayei,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,congolana,,,,,,Wortley et al. 2005,,Thomandersia congolana,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,hensii,,,,,,Wortley et al. 2005,,Thomandersia hensii,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,laurentii,,,,,,Wortley et al. 2005,,Thomandersia laurentii,,,,,,,,,,,,,,,,
1,Thomasandersiaceae,Thomandersia,laurifolia,,,,,,Wortley et al. 2005,,Thomandersia laurifolia,,,,,,,,,,,,,,,,
1,Thymelaeaceae,Phaleria,grandiflora oroctandra,,tree daphne,"rainforest, Queensland,Australia",bracts around inflorescence,,"R. Pemberton, email 2 March 2007",,Phaleria grandiflora oroctandra,,,,,,,,,,,,,,,,
1,Verbenacaeae,Baillonia,spp.,,,,surface of leaf; petiole,,Napp-Zinn 1973,,Baillonia spp.,,,,,,,,,,,,,,,,
,Verbenacaeae,Baillonia,,,,,calyces,,Kadereit 2012,,Baillonia ,,,,,,,,,,,,,,,,
1,Verbenacaeae,Casselia,spp.,,,,surface of leaf; petiole,,Napp-Zinn 1973,,Casselia spp.,,,,,,,,,,,,,,,,
,Verbenacaeae,Casselia,,,,,leaf calyces,,Kadereit 2012,,Casselia ,,,,,,,,,,,,,,,,
1,Verbenacaeae,Citharexylum,molle,,herb,,,,Zimmermann 1932,,Citharexylum molle,,,,,,,,,,,,,,,,
1,Verbenacaeae,Citharexylum,pentandrum,,,,lower leaf suraface,,Zimmermann 1932; Elias 1983,,Citharexylum pentandrum,,,,,,,,,,,,,,,,
1,Verbenacaeae,Citharexylum,quadrangulare,,,,,,Zimmermann 1932,,Citharexylum quadrangulare,,,,,,,,,,,,,,,,
1,Verbenacaeae,Citharexylum,solanaceum,,tree,Brazil,rachis,,Coelho 2012,photos in Coelho 2012,Citharexylum solanaceum,,,,,,,,,,,,,,,,
,Verbenacaeae,Citharexylum,,,,,calyces,,Kadereit 2012,,Citharexylum ,,,,,,,,,,,,,,,,
1,Verbenacaeae,Dipyrena,spp.,,,,"leaf surface, petiole",,Napp-Zinn 1973,,Dipyrena spp.,,,,,,,,,,,,,,,,
1,Verbenacaeae,Duranta,plumieri,,,,scattered on upper & lower leaf surface,,Zimmermann 1932; Maheshwardi 1954,,Duranta plumieri,,,,,,,,,,,,,,,,
,Verbenacaeae,Duranta,,,,,calyces,,Kadereit 2012,,Duranta ,,,,,,,,,,,,,,,,
,Verbenacaeae,Lampaya,,,,,calyces,,Kadereit 2012,,Lampaya ,,,,,,,,,,,,,,,,
1,Verbenacaeae,Lampayo,spp.,,,,leaf surface; petiole,,Napp-Zinn 1973,,Lampayo spp.,,,,,,,,,,,,,,,,
1,Verbenacaeae,Lippia,serotina,,,,,,Zimmermann 1932,,Lippia serotina,,,,,,,,,,,,,,,,
,Verbenacaeae,Petrea,sp.,,,,,,Bentley 1977,,Petrea sp.,,,,,,,,,,,,,,,,
1,Verbenacaeae,Petrea,volubilis,,vine,,leaf surface; petiole,,Maheshwari 1954;Díaz-Castelazo et al. 2004; Díaz-Castelazo et al. 2013,,Petrea volubilis,,,,,,,,,,,,,,,,
1,Verbenacaeae,Priva,aspera,,herb,Costa Rica,dentil of flower,,Mezxoón and Chinchilla 1999,as Acanthaceae,Priva aspera,,,,,,,,,,,,,,,,
,Verbenacaeae,Rhaphithammus,,,,,calyces,,Kadereit 2012,,Rhaphithammus ,,,,,,,,,,,,,,,,
1,Verbenacaeae,Stachytarpheta,mutabilis,,,,leaf surfaces,,Zimmermann 1932; Elias 1983,,Stachytarpheta mutabilis,,,,,,,,,,,,,,,,
1,Verbenacaeae,Stachytarpheta,jamaicensis,,herb,,,,Ballantyne and Willmer 2012,,Stachytarpheta jamaicensis,,,,,,,,,,,,,,,,
1,Verbenacaeae,Stachytarpheta,orubica,,,,,,Zimmermann 1932,,Stachytarpheta orubica,,,,,,,,,,,,,,,,
,Verbenacaeae,Stachytarpheta,,,,,calyces,,Kadereit 2012,,Stachytarpheta ,,,,,,,,,,,,,,,,
1,Verbenaceae,Aegiphila,lhotskyana,,woody,"cerrado savanna, Brazil",Leaf blade,,"Boudouris & Queensborough, 2013",formerly Verbenaceae,Aegiphila lhotskyana,,,,,,,,,,,,,,,,
1,Violaceae,Amphirrhox,longifolia,,,Brazilian Amazon,raised cups at base of petiole,,"Georgia Sinimbu, Personal communication","""nectaries fall off at leaf maturity""",Amphirrhox longifolia,,,,,,,,,,,,,,,,
1,Vitaceae,Cissus,microcarpa,,vine,Panama,,,Schupp and Feener 1991,,Cissus microcarpa,,,,,,,,,,,,,,,,
1,Vitaceae,Cissus,pseudosicyoides,,liana,Panama,,,Schupp and Feener 1991,,Cissus pseudosicyoides,,,,,,,,,,,,,,,,
1,Vitaceae,Cissus,rhombifolia,grape ivy,vine,,stipule,,Baker Opler and Baker 1978;Croat 1978; Díaz-Castelazo et al. 2004; Mizell 2004; Díaz-Castelazo et al. 2013,"""most parts with gland-tipped trichomes"" Croat 1978; placed (probably mistakenly) in the Sapindaceae by Díaz-Castelazo et al. 2013",Cissus rhombifolia,,,,,,,,,,,,,,,,
1,Vitaceae,Cissus,sicyoides,,vine,South USouth to South America,,,Baker Opler and Baker 1978,,Cissus sicyoides,,,,,,,,,,,,,,,,
1,Vitaceae,Leea,compactiflora,,shrub,"Yunnan, China",stem,,Liu and Chen 2008,,Leea compactiflora,,,,,,,,,,,,,,,,
1,Vitaceae,Leea,glabra,,shrub,"Yunnan, China",leaf petioles,Meng et al. 2012,Meng et al. 2012,,Leea glabra,,,,,,,,,,,,,,,,
1,Vitaceae,Leea,indica,,shrub,Malaysia,stem,,Fiala and Linsenmair 1995,,Leea indica,,,,,,,,,,,,,,,,
0,Vitaceae,Vitis,sp.,,vine,,,,Bentley 1977,,Vitis sp.,,,,,,,,,,,,,,,,
1,Vitaceae,Vitis,sycoides,,herb,Costa Rica,,,Mexzón and Chinchilla 1999,,Vitis sycoides,,,,,,,,,,,,,,,,
1,Vochysiaceae,Callisthene,fasciculata,,,,stem,,Oliviera and Pie 1998,,Callisthene fasciculata,,,,,,,,,,,,,,,,
1,Vochysiaceae,Erisma,laurifolium,,,,,,D. J. O'Dowd letter 1980,,Erisma laurifolium,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,dichotoma,,,Brazil,"stem, peticel",,Oliviera and Leitão-Filho 1987; Oliviera and Pie 1998; Machado et al. 2008,,Qualea dichotoma,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,gestasiana,,,,,,Zimmermann 1932,,Qualea gestasiana,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,glaziovii,,,,,,Zimmermann 1932,,Qualea glaziovii,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,grandiflora,,shrub,Brazil,"stem, peticel","Lange, Datillo, and del-Claro 2013; Dáttilo et al. 2014","Zimmermann 1932; Elias 1983; Oliviera and Brandão, 1991; Oliviera and Leitão-Filho 1987; Oliviera and Pie 1998; Oliviera and Frietas 2004; Machado et al. 2008; Camarota 2012;  Lange, Datillo, and del-Claro 2013; Dáttilo et al. 2014",photo Oliviera and Frietas 2004; Photo in Machado et al. 2008; photos in Dáttilo et al. 2014,Qualea grandiflora,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,laurifolia,,,,,,Zimmermann 1932,,Qualea laurifolia,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,multiflora,,,Brazil,"stem, peticel","Del-Claro et al. 2004; Nahas, Gonzago and del-Claro 2012; Barônio 2012; Lange, Datillo, and del-Claro 2013","Zimmermann 1932; Elias 1983; Oliviera and Leitão-Filho 1987; Del-Claro et al. 1996; Oliviera and Pie 1998; Del-Claro 2004: Oliviera and Frietas 2004; Machado et al. 2008; Nahas, Gonzaga and del Claro 2012; Barônio 2012;  Lange, Datillo, and del-Claro 2013",photo Del-Claro 2004,Qualea multiflora,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,parviflora,,,,"stem, peticel","Lange, Datillo, and del-Claro 2013","Zimmermann 1932; Elias 1983; Oliviera and Leitão-Filho 1987; Oliviera and Pie 1998; Machado et al. 2008;  Lange, Datillo, and del-Claro 2013",,Qualea parviflora,,,,,,,,,,,,,,,,
1,Vochysiaceae,Qualea,tricanthera,,tree,Amazon rainforest,petiole,,Blüthgen et al. 2000,,Qualea tricanthera,,,,,,,,,,,,,,,,
1,Vochysiaceae,Vochysia,oppugnata,,,,,,"D. J. O'Dowd, letter 1980",,Vochysia oppugnata,,,,,,,,,,,,,,,,
1,Xanthorrhoeaceae,Hemerocallis,dumortieri,,,"Amur Botanical Zone, Russia",outer surface of flower but,,Pemberton 1998,,Hemerocallis dumortieri,,,,,,,,,,,,,,,,
1,Xanthorrhoeaceae,Hemerocallis,middendorfii,,herb,Korea,flower bud abaxial surface,,Pemberton 1990,,Hemerocallis middendorfii,,,,,,,,,,,,,,,,
1,Meliaceae,Melia,azedarach,,tree,South-East China,bade of petiole,Staab et al. 2017,Staab et al. 2017,,Melia azedarach,,,,,,,,,,,,,,,,
1,SAPINDACEAE,Litchi,chinensis,,,,,,"Gupta, Srivastava, Bali 2012",,Litchi chinensis,,,,,,,,,,,,,,,,
1,UMBELLIFERAE,Foeniculum ,vulgare,,,,,,"Gupta, Srivastava, Bali 2012",,Foeniculum  vulgare,,,,,,,,,,,,,,,,
1,UMBELLIFERAE,Foeniculum ,semialata ,,,,,,"Gupta, Srivastava, Bali 2012",,Foeniculum  semialata ,,,,,,,,,,,,,,,,
1,,Rhipsalis,teres,,,Brazil,shoot meristem of the stem,"Almeida, Paoli, and Cota-Sanchez 2012","Almeida, Paoli, and Cota-Sanchez 2012","the species includes four formas, namely R. teres f. teres, R. teres f. capilliformis",Rhipsalis teres,,,,,,,,,,,,,,,,
1,,Rhipsalis,cassytha,,,,,,"Almeida, Paoli, and Cota-Sanchez 2012",,Rhipsalis cassytha,,,,,,,,,,,,,,,,
1,,Rhipsalis,spp. ,,,,,,"Almeida, Paoli, and Cota-Sanchez 2012",,Rhipsalis spp. ,,,,,,,,,,,,,,,,
,,Rhipsalis,teres,,,,,,"Almeida, Paoli, and Cota-Sanchez 2012",,Rhipsalis teres,,,,,,,,,,,,,,,,
1,CACTACEAE,Carnegiea,gigantea,,,,floral bracts,,"Almeida, Paoli, and Cota-Sanchez 2012",,Carnegiea gigantea,,,,,,,,,,,,,,,,
1,GRAMINEAE,Gigantochloa ,scortechinii ,,giant bamboo,,,,Moog et al. 2003,,Gigantochloa  scortechinii ,,,,,,,,,,,,,,,,
1,CARYOCARACEAE,Caryocar ,brasiliense,,tree,Brazil,,"Lange, Datillo, and del-Claro 2013","Lange, Datillo, and del-Claro 2013",,Caryocar  brasiliense,,,,,,,,,,,,,,,,
,,Passiflora,edulis  F. flavicarpa ,passion fruit,,"native to Brazil, cultivated in India","The outer surface of the sepals bears one or two dark, extra floral nectarines at the margins.",,Shivanna 2012,,Passiflora edulis  F. flavicarpa ,,,,,,,,,,,,,,,,
1,HELICONIACEAE,Heliconia,psittacorum,,,,bracts with extrafloral nectaries,,Barbosa et al. 2012,,Heliconia psittacorum,,,,,,,,,,,,,,,,
1,EUPHORBIACEAE,Euphorbia,spp. ,,,,fused bracts with a ring of extrafloral nectaries,,Esser 2012,,Euphorbia spp. ,,,,,,,,,,,,,,,,
1,EUPHORBIACEAE,Ashtonia,excelsa,,tree,Borneo,extrafloral nectaries basally on the abaxial surface of leaf,,,,Ashtonia excelsa,,,,,,,,,,,,,,,,
1,EUPHORBIACEAE,Ashtonia,praeterita,,tree,Malaysia,extrafloral nectaries basally on the abaxial surface of leaf,,,,Ashtonia praeterita,,,,,,,,,,,,,,,,
,EUPHORBIACEAE,Ashtonia,excelsa,,,Malaysia,,,Welzen 2012,,Ashtonia excelsa,,,,,,,,,,,,,,,,
,EUPHORBIACEAE,Ashtonia,praeterita,,,Malaysia,,,Welzen 2012,,Ashtonia praeterita,,,,,,,,,,,,,,,,
1,Asteraceae,Vanillosmopsis,spp.,,small tree,Brazil,,,"Del-Claro, Johnson, and Torezan-Silingardi 2012",,Vanillosmopsis spp.,,,,,,,,,,,,,,,,
1,GESNERIACEAE,Drymonia,spp.,,,,bracteoles in the inflorescences ,,Kadereit 2012,,Drymonia spp.,,,,,,,,,,,,,,,,
1,GESNERIACEAE,Columnea sect Collandra,spp.,,,,leaves,,Kadereit 2012,,Columnea sect Collandra spp.,,,,,,,,,,,,,,,,
1,Malpighiaceae,Banisteriopsis,campestris,,shrub,Brazil,leaf petioles,"Alves-Silva, Estevão, and Kleber Del-Claro 2013","Alves-Silva, Estevão, and Kleber Del-Claro 2013; Vilela et al. 2014",,Banisteriopsis campestris,,,,,,,,,,,,,,,,
1,Asteraceae,Centaurea,cyanus,,herb,Europe,involucral bracts,"Géneau, Céline E., et al. 2013","Géneau, Céline E., et al. 2013",,Centaurea cyanus,,,,,,,,,,,,,,,,
,Asteraceae,Centaurea,cyanus,,,,,,Géneau et al. 2012,,Centaurea cyanus,,,,,,,,,,,,,,,,
1,Malpighiaceae,Banisteriopsis,malifolia,,shrub,"cerrado savannah, Brazil",opposite on leaf petiole midrib,"Alves‐Silva, Estevao, et al.","Alves‐Silva, Estevao, et al., Alves-Silva et al. 2014; Vilela et al. 2014",photos in Alves-Silva et al. 2014,Banisteriopsis malifolia,,,,,,,,,,,,,,,,
1,Annonacae,Annona,glabra,Pond-apple,can be shrub or tree,Tropics worldwide,on fruit,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Annona glabra,,,,,,,,,,,,,,,,
1,Apocynaceae,Tabernaemontana,alba,white milkwood,,Central America,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Tabernaemontana alba,,,,,,,,,,,,,,,,
1,Asteraceae,Pluchea,odorata,,herb,Central America,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Pluchea odorata,,,,,,,,,,,,,,,,
counted above,Bignoniaceae,Parmentiera,aculeata,,tree,Central America,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Parmentiera aculeata,,,,,,,,,,,,,,,,
1,Combretaceae,Combretum,fruticosum,,vine,Central and South America,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Combretum fruticosum,,,,,,,,,,,,,,,,
1,Convolvulaceae,Ipomea,alba,,vine,Central and South America,,Díaz-Castelazo et al. 2013; Aguirre et al. 2013,Díaz-Castelazo et al. 2013; Aguirre et al. 2013,,Ipomea alba,,,,,,,,,,,,,,,,
1,Convolvulaceae,Ipomea,pres-caprae,,vine,"Central and South America, India",,Díaz-Castelazo et al. 2013; Mondal and Chokraburty 2013; Aguirre et al. 2013,Díaz-Castelazo et al. 2013; Mondal and Chokraburty 2013; Aguirre et al. 2013,,Ipomea pres-caprae,,,,,,,,,,,,,,,,
,Convolvulaceae,Ipomea,sp.,,,Mexico,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Ipomea sp.,,,,,,,,,,,,,,,,
,Convolvulaceae,Ipomea,trifida,,,,,King 2012,,,Ipomea trifida,,,,,,,,,,,,,,,,
1,Cyperaceae,Cyperus,articulatus,,,Central America,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Cyperus articulatus,,,,,,,,,,,,,,,,
,Fabaceae,Acacia,sp.,,,Mexico,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Acacia sp.,,,,,,,,,,,,,,,,
1,Fabaceae,Caesalpinea,crista,,,Mexico,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Caesalpinea crista,,,,,,,,,,,,,,,,
1,Fabaceae,Centrosema,virginianum,,vine,Neotropics,,Díaz-Castelazo et al. 2013,Díaz-Castelazo et al. 2013,,Centrosema virginianum,,,,,,,,,,,,,,,,
