Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes,genus species,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,moultonii,,vine,Borneo,,,Burkhill 1951,,Dioscorea moultonii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,nieuwenhuisii,,vine,Borneo,,,Burkhill 1951,,Dioscorea nieuwenhuisii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,nipponica,,,Amur Botanical Zone Russia,leaf blade underside,,Pemberton 1998,,Dioscorea nipponica,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,nummularia,,vine,Southeast Asia,,,"Burkhill 1951, 1960",,Dioscorea nummularia,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,opaca,,vine,New Guinea,,,Burkhill 1951,,Dioscorea opaca,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,opposita,,vine,,,,Zimmermann 1932; Burkhill 1960,syn. D. sativa,Dioscorea opposita,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,orbiculata,,vine,Malaysia,,,Burkhill 1960,,Dioscorea orbiculata,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,oryzetorum,,vine,Malaysia,,,Burkhill 1951,,Dioscorea oryzetorum,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,pentaphylla,,vine,Old World,,,"Burkhill 1951, 1960",,Dioscorea pentaphylla,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,peperoides,,vine,Malaysia,,,Burkhill 1951,,Dioscorea peperoides,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,pierrei,,vine,Southeast Asia,,,Burkhill 1951,,Dioscorea pierrei,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,piscatorum,,vine,Old World,,,Burkhill 1960,,Dioscorea piscatorum,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,platycarpa,,vine,Malaysia,,,Burkhill 1951,,Dioscorea platycarpa,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,polyclades,,vine,India to Malaysia,,,"Burkhill 1951, 1960",,Dioscorea polyclades,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,praehensilis,,vine,Cameroon,cataphylls of an apical meristem,Di Guisto et. al. 2001,Di Giusto et al. 2001; McKey et al. 2012,,Dioscorea praehensilis,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,prainiana,,vine,Malaysia,,,Burkhill 1951,,Dioscorea prainiana,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,puber,,,Old World,,,Burkhill 1960,,Dioscorea puber,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,pyrifolia,,vine,Malaysia,large glands on leaf tips,,"Burkhill 1951, 1960",,Dioscorea pyrifolia,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,quartiniana,,,,,,"Schnell, Cusset and Quenum 1963",,Dioscorea quartiniana,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,quinqueloba,,,,leaf blade underside,,Pemberton 1990,,Dioscorea quinqueloba,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,rotundata,,,,,,Grout and Williams 1980,,Dioscorea rotundata,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,sarasinii,,vine,Malaysia,,,Burkhill 1951,,Dioscorea sarasinii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,scortechinii,,vine,Malaysia,,,"Burkhill 1951, 1960",,Dioscorea scortechinii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,sexrimata,,vine,Malaysia,,,Burkhill 1951,,Dioscorea sexrimata,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,sinuata,,,New World,,,Burkhill 1960,,Dioscorea sinuata,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,sitamiana,,vine,Borneo,,,Burkhill 1951,,Dioscorea sitamiana,,,,,,,,,,,,,,,,
0,Dioscoreacea,Dioscorea,sp.,,,,,,Mizell 2004,"called ""extrafloral nectaries"" in Burkill 1951; implication is they are widespread in the family, on leaf, petiole and stem; ""reported and described for a large number of species within Dioscorea (Burkhill 1960)"" Grout and Williams (1980); Burkhill (1960) was not convinced that nectar rather than water was produced",Dioscorea sp.,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,tamarisciflora,,vine,Malaysia,,,Burkhill 1951,,Dioscorea tamarisciflora,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,tenuifolia,,vine,Malaysia,,,Burkhill 1951,,Dioscorea tenuifolia,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,tokoro,,,,leaf blade underside,,Pemberton 1990,,Dioscorea tokoro,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,vanvuurenii,,vine,Malaysia,,,Burkhill 1951,,Dioscorea vanvuurenii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,vilis,,vine,Malaysia,,,Burkhill 1951,,Dioscorea vilis,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,villosa,,,New World,,,Burkhill 1960,,Dioscorea villosa,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,wallichii,,vine,India,,,Burkhill 1951,,Dioscorea wallichii,,,,,,,,,,,,,,,,
1,Dioscoreacea,Dioscorea,warburgiana,,vine,Malaysia,,,Burkhill 1951,,Dioscorea warburgiana,,,,,,,,,,,,,,,,
1,Dioscoreacea,Stenomeris,dioscoreifolia,,,Old World,,,Burkhill 1960,,Stenomeris dioscoreifolia,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Anisoptera,sp.,,,,,,Schnell Cusset and Quenum 1963,,Anisoptera sp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Doona,spp,,,,,,Schnell Cusset and Quenum 1963,Doona has been broken up into many genera,Doona spp,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Hopea,mengawaran,,canopy tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Hopea mengawaran,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Hopea,odorata,,,,,,Schnell Cusset and Quenum 1963,,Hopea odorata,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Monoporandra,spp.,,,,,,Schnell Cusset and Quenum 1963,,Monoporandra spp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Monotes,adenophylla,,,,base of leaf blade,,Kostermans 1986,,Monotes adenophylla,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Monotes,africana,,,,base of leaf blade,,Kostermans 1986,,Monotes africana,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Monotes,kerstingii,,,,,,Schnell Cusset and Quenum 1963,,Monotes kerstingii,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Neobalanocarpus,heimei,,tree,,leaf blade,,Fiala and Linsenmair 1995,,Neobalanocarpus heimei,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Parashorea,spp.,,,,,,Schnell Cusset and Quenum 1963,,Parashorea spp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Pentacme,spp.,,,,,,Schnell Cusset and Quenum 1963,,Pentacme spp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,acuminata,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea acuminata,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,bracteolata,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea bracteolata,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,chinensis,,tree,"Yunnan, China",lamina lower side,,Liu and Chen 2008,,Shorea chinensis,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,dasyphylla,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea dasyphylla,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,guiso,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea guiso,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,lepidota,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea lepidota,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,leprosula,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea leprosula,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,macroptera,,tree,Malaysia,"leaf blade, bracts",,Fiala and Linsenmair 1995,,Shorea macroptera,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,ochrophloia,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea ochrophloia,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,ovalis,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea ovalis,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,pauciflora,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Shorea pauciflora,,,,,,,,,,,,,,,,
,Dipterocarpaceae,Shorea,spp.,,,,"adaxial surface of leaves, stipules",,Wilkinson 1971,,Shorea spp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Shorea,stenoptera,,,,"adaxial surface of leaves, stipules",,Zimmermann 1932;,,Shorea stenoptera,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Vateria,spp.,,,,,,Schnell Cusset and Quenum 1963,,Vateria spp.,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Vatica,bella,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,Fig 1b in Fiala and Linsenmair 1995,Vatica bella,,,,,,,,,,,,,,,,
1,Dipterocarpaceae,Vatica,pauciflora,,tree,Malaysia,leaf blade,,Fiala and Linsenmair 1995,,Vatica pauciflora,,,,,,,,,,,,,,,,
1,Droseraceae,Dionaea,peltatum,,,,,,Fahn 1979,,Dionaea peltatum,,,,,,,,,,,,,,,,
1,Droseraceae,Drosera,sp.,,,,,,Koptur 1992,,Drosera sp.,,,,,,,,,,,,,,,,
1,Droseraceae,Drosophyllum,lusitanicum,,,,,,Zimmermann 1932,,Drosophyllum lusitanicum,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,abyssinica,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros abyssinica,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,acuminata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros acuminata,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,albens,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros albens,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,alboflavescens,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros alboflavescens,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,anisandra,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros anisandra,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,artanthalefolia,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros artanthalefolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,atrotricha,,,"Yunnan, China",tree,lamina lower side,Liu and Chen 2008,,Diospyros atrotricha,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,australis,,,Australia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros australis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,austroafricana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros austroafricana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,barteri,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros barteri,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,batocana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros batocana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,bicolor,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros bicolor,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,bipidensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Canteras and Lersten 1984,,Diospyros bipidensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,bumeloides,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros bumeloides,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,buxifolia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros buxifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,campechiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros campechiana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,caniculata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros caniculata,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,capreifolia,,,Brazil,leaf,,Ribiero et al. 1999,,Diospyros capreifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,caribaea,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros caribaea,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,chamaethamnus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros chamaethamnus,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,coccolobifolia,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984; Oliviera and Pie 1998,,Diospyros coccolobifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,conferiflora,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros conferiflora,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,conocarpa,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros conocarpa,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,cooperi,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros cooperi,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,copelandi,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros copelandi,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,crassiflora,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros crassiflora,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,dendo,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros dendo,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,dichrophylla,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros dichrophylla,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,digyna,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,"Contreras and Lersten 1984; Zapora et al, 2004; ",,Diospyros digyna,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,discolor,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros discolor,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,ebenaster,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros ebenaster,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,ebenum,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros ebenum,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,emarginata,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Elias 1983; Contreras and Lersten 1984,,Diospyros emarginata,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,eriantha,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros eriantha,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,fasciculiflora,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros fasciculiflora,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,ferrea,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros ferrea,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,gabunensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros gabunensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,galpini,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros galpini,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,glabra,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros glabra,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,graciliflora,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros graciliflora,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,guerkei,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros guerkei,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,guianensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros guianensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,heterotricha,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros heterotricha,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,hirsuta,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984,"""all Royena species appear to have EFNs"" - Contreras and Lersten 1984; no nectaries; Contreras and Lersten 1984; was Royena",Diospyros hirsuta,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,hoyleana,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros hoyleana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,ierensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros ierensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,inconstans,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros inconstans,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,iturensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros iturensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,japonica,,tree,South-East China,lower leaf surface,Staab et al. 2017,Staab et al. 2017,,Diospyros japonica,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,johnstoniana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros johnstoniana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,juruensis,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros juruensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,kaki,,,"Asia, South-East China","on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984; Pemberton 1990,,Diospyros kaki,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,latifolia,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros latifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,liberiensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros liberiensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,lotus,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Elias 1983; Contreras and Lersten 1984,,Diospyros lotus,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,lucida,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932; Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros lucida,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,lyrioides,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros lyrioides,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,mannii,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros mannii,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,mespiliformis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros mespiliformis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,mespolilernia,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros mespolilernia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,mexicana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros mexicana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,montana,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros montana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,morrisiana,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros morrisiana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,mosieri,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros mosieri,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,natalensis,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros natalensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,nicaraguensis,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros nicaraguensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,nigrescens,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros nigrescens,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,nigrocortex,,,"Yunnan, China",lamina lower side,,Liu and Chen 2011,,Diospyros nigrocortex,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,oblongifolia,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros oblongifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,ovalifolia,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros ovalifolia,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,pallens,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros pallens,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,Panamense,,Tree,Costa Rica,lower leaf lamina,,"Zamora et al, 2004",,Diospyros Panamense,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,pilosanthera,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,,Diospyros pilosanthera,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,piscatoria,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros piscatoria,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,poeppigiana,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros poeppigiana,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,polyaltheoides,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,,Diospyros polyaltheoides,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,pseudomenspilus,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros pseudomenspilus,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,psidioides,,,South America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros psidioides,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,pubescens,,,,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Zimmermann 1932,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros pubescens,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,punctata,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,was Maba,Diospyros punctata,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,sanza-minika,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros sanza-minika,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,scabra var. cordata,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros scabra var. cordata,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,sericea,,,Africa,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,"was Royena ""all Royena species appear to have EFNs"" - Contreras and Lersten 1984",Diospyros sericea,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,shippii,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros shippii,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,siamensis,,,Asia,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros siamensis,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,tetrasperma,,,Central America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros tetrasperma,,,,,,,,,,,,,,,,
1,Ebenaceae,Diospyros,texana,,,North America,"on lower leaf surface, structural details in Contreras and Lersten 1984",,Contreras and Lersten 1984,,Diospyros texana,,,,,,,,,,,,,,,,
