"","species","n","precip_maxquant","precip_minquant","precip_mean","precip_median","nitro_maxquant","nitro_minquant","nitro_mean","nitro_median","temp_maxquant","temp_minquant","temp_mean","temp_median","max_lat","min_lat","mean_lat","median_lat","median_long","quant95","quant005","num_biome","biome","precip_range","temp_range","nitro_range","genus","fixer","woody","annual","uses_num_uses","Domatia","EFN","abs_med_lat"
"394","Oxytropis_spicata",61,556,366,462.590163934426,464,424.1,285.1,348.018181818182,348,5.07499980926514,1.6875,3.08415299849432,3.07500004768372,57.5234,51.0751,53.5871365409836,53.280802,56.607117,57.414038,51.53226,3,"8",190,3.38749980926514,139,"Oxytropis",1,0,0,0,0,0,53.280802
"395","Oxytropis_campanulata",459,610.3,353.8,469.509803921569,451,453,254.75,334.206422018349,325,2.20208337306977,-2.37416675090789,0.673420479279702,1.08333349227905,58.17,47.244979,54.238715043573,54.5081,84.75,56.113815,51.129598,6,"8",256.5,4.57625012397766,198.25,"Oxytropis",1,0,0,1,0,0,54.5081
"396","Oxytropis_sericea",2106,641,262.25,431.752611585945,419,323.4,113,202.275965880582,193,10.5937495231628,0.231249943375588,5.43356085187824,5.29583311080933,63.654855,31.85,43.1760241903609,41.2597775,-106.213245,51.8114595,36.12160825,6,"5",378.75,10.3624995797872,210.4,"Oxytropis",1,0,0,0,0,0,41.2597775
"397","Oxytropis_lambertii",3302,709.9,310,470.198061780739,448,279,98,176.760675589547,169,14.4206252574921,2.52937502861023,7.83933726420399,7.6875,50.109909,23.58005,39.7619688979104,39.7046135,-105.2095055,47.41424245,33.5323689,5,"8",399.9,11.8912502288819,181,"Oxytropis",1,0,0,0,0,0,39.7046135
"398","Oxytropis_campestris",5216,1689.5,288,958.912070960278,959.5,731,214,475.858782537405,491,7.55000019073486,-4.5145833492279,2.13852760646224,2.19166660308838,73.8425,15,50.4955878586081,46.9831955,6.594965,64.2630935,42.60115125,8,"5",1401.5,12.0645835399628,517,"Oxytropis",1,0,0,2,0,0,46.9831955
"399","Oxytropis_kansuensis",153,816.8,321.6,561.614379084967,558,483.3,144.1,329.067796610169,334.5,11.7724998474121,-2.37916665077209,3.88188999302052,3.75833320617676,51.033,27.48,32.9876140653595,32.637983,100.23,38.8,28.538,5,"10",495.2,14.1516664981842,339.2,"Oxytropis",1,0,0,0,0,0,32.637983
"400","Oxytropis_pilosa",2710,1134,351,599.432852386238,530,516,190,324.687474332649,311,10.1616669654846,-0.0916666634380818,5.46500956055271,5.84999990463257,62.27556,8.76222,50.9827296476015,51.4958285,39.3914765,57.48143,44.568056,8,"4",783,10.2533336289227,326,"Oxytropis",1,0,0,4,0,0,51.4958285
"401","Colutea_orientalis",107,898.499999999999,424.2,602.841121495327,554,353,184.9,275.44578313253,281,12.6250000953674,6.6800000667572,9.80397199915948,9.89166641235352,59.85271,41.081425,45.0655349252336,42.7792,44.745067,52.304608,41.4346814,4,"4",474.299999999999,5.94500002861023,168.1,"Colutea",1,1,0,3,0,0,42.7792
"402","Colutea_cilicica",231,980.1,376.9,649.397260273973,605,328.6,125.7,239.148936170213,243.5,14.1116669654846,8.73916645050049,11.2651065626101,11.279167175293,45.279897,32.528863,42.362683991342,44.426159,35.771862,44.846809,33.300494,4,"4",603.2,5.37250051498412,202.9,"Colutea",1,1,0,0,0,0,44.426159
"403","Colutea_arborescens",9743,1107,414,728.678575105529,706,401,130,230.449525337612,209,15.25,8.08583354949951,11.0449625077895,10.6083335876465,58.405676,-37.8291,46.0248415301242,46.103015,5.08608,52.3595793,38.53088137,7,"4",693,7.16416645050049,271,"Colutea",1,1,0,1,0,0,46.103015
"404","Sphaerophysa_salsula",622,516.499999999999,48.1,260.233118971061,235,272,69,137.377358490566,116,16.1081252098084,-0.572708383202553,8.47441720591792,8.74791669845581,51.886,30.559627,40.9242422463022,39.73655,44.77389,50.37002785,33.40204775,5,"13",468.399999999999,16.6808335930109,203,"Sphaerophysa",1,0,0,3,0,0,39.73655
"405","Lessertia_stricta",32,969.1,655.3,788.0625,794,227.6,103.8,155.068965517241,146,18.3104166984558,10.6804167747498,15.2397135645151,15.5645833015442,-23.375,-30.625,-27.7861024375,-28.2645835,29.5,-25.19375,-30.375,2,"10",313.8,7.62999992370606,123.8,"Lessertia",1,0,0,0,0,0,28.2645835
"406","Lessertia_perennans",91,1014,582.5,792.538461538462,794,243.3,113,176.64367816092,177,18.2125005722046,10.7062501907348,14.68685902082,14.6791667938232,-24.875,-33.589373,-29.5383268901099,-29.375,28.875,-26.125,-32.625,5,"10",431.5,7.50625038146975,130.3,"Lessertia",1,0,0,0,0,0,29.375
"407","Lessertia_pauciflora",99,595.3,152.7,339.555555555556,333,145,48,82.2857142857143,70.5,20.3150009155273,15.0379165649414,17.7579966169415,17.9916667938232,-2.8,-34.375,-29.4431753838384,-29.657222,22.019167,-24.4625,-33.8908615,4,"13",442.6,5.27708435058587,97,"Lessertia",1,0,0,0,0,0,29.657222
"408","Lessertia_macrostachya",48,406.75,98.1,246.375,240.5,99.4,47.6,67.5531914893617,56,21.7983335494995,16.8475001335144,19.6700522104899,19.9479169845581,-22.375,-33.625,-27.370665375,-26.875,20.380278,-23.9625,-32.6,3,"13",308.65,4.95083341598508,51.8,"Lessertia",1,0,0,0,0,0,26.875
"409","Lessertia_herbacea",45,653.2,155,406.733333333333,434,250.6,63.2,150.577777777778,153,18.6491661071777,12.7783336639404,16.4600925869412,17.1000003814697,-29.375,-34.625,-32.8973907333333,-33.375,19.25,-30.1523336,-34.4055264,3,"12",498.2,5.8708324432373,187.4,"Lessertia",1,0,1,0,0,0,33.375
"410","Lessertia_excisa",37,641.4,170.8,358.567567567568,322,226.6,63,125.675675675676,119,18.9649997711182,13.9766666412354,16.9897521508707,17.2374992370605,-28.875,-33.875,-32.3000685675676,-32.625,18.875,-30.1684528,-33.675,3,"12",470.6,4.98833312988281,163.6,"Lessertia",1,0,0,0,0,0,32.625
"411","Lessertia_diffusa",64,479.05,75.15,200.515625,164.5,226.6,63,119.203125,102,19.6158329010009,15.499375295639,17.6613281369209,17.7604169845581,51.480012,-33.880677,-29.157530171875,-30.125,17.875,-28.48475,-33.3813884,3,"13",403.9,4.11645760536194,163.6,"Lessertia",1,0,0,0,0,0,30.125
"412","Lessertia_depressa",55,799.9,229.6,536.363636363636,528,208.3,61.65,127.351851851852,127.5,18.6529161453247,12.0220829963684,15.559393900091,15.6499996185303,-26.125,-33.375,-30.3249152727273,-30.375,26.125,-27.2272777,-32.95,3,"10",570.3,6.63083314895633,146.65,"Lessertia",1,0,0,0,0,0,30.375
"413","Lessertia_brachystachya",35,1052.45,471.3,660.058823529412,635,284,146.9,204.857142857143,200,21.2431247711181,14.7322915077209,17.985661759096,17.7958335876465,-27.625,-34.270612,-32.8524054285714,-33.411266,26.423333,-28.8,-33.9108332,3,"10",581.15,6.51083326339721,137.1,"Lessertia",1,0,0,0,0,0,33.411266
"414","Lessertia_annularis",79,534.1,150,275.481012658228,246,179.1,51,88.6455696202532,70,19.289167022705,14.5483331680297,16.990295289438,17.1124992370605,-24.875,-34.125,-31.3866267594937,-31.875,21.554444,-28.3,-33.64147,3,"13",384.1,4.7408338546753,128.1,"Lessertia",1,0,0,0,0,0,31.875
"415","Lessertia_benguellensis",83,543.9,65.1,307.421686746988,351,155.3,45.2,78.6987951807229,62,23.8295837402344,17.4287504196167,20.6603914858347,20.5375003814697,-15.064556,-32.625,-22.7664052891566,-22.375,18.0775,-17.6466944,-30.0723611,4,"13",478.8,6.40083332061767,110.1,"Lessertia",1,0,0,0,0,0,22.375
"416","Astragalus_sinicus",973,2294.2,990.4,1570.50464396285,1517,436.799999999999,134,244.657770800628,222,20.2116668701172,10.8108331680298,15.1592234298049,15.2749996185303,43.82055,22.01071,32.1316212374101,34.024815,128.528488,36.574698,23.791058,5,"4",1303.8,9.40083370208744,302.799999999999,"Astragalus",1,0,0,1,0,0,34.024815
"417","Swainsona_swainsonioides",505,720,200.8,448.708910891089,420,201.75,38,113.551063829787,108,20.9066661834717,14.6266666412354,18.0083580734706,18.1916675567627,-21.5025,-37.0667,-31.9298003722772,-31.566667,145.154167,-26.7596236,-36.68066,5,"8",519.2,6.2799995422363,163.75,"Swainsona",1,0.333333333,0,0,0,0,31.566667
"418","Swainsona_stipularis",381,430,132,247.674540682415,236,122.2,32,66.9860724233983,61,21.5499992370605,16.4333324432373,18.9985564299456,18.9249992370605,-27.714806,-35.9667,-31.2784788530184,-31.43982,138.424126,-28.966667,-34.083726,3,"13",298,5.1166667938232,90.1999999999999,"Swainsona",1,0.333333333,0,0,0,0,31.43982
"419","Swainsona_procumbens",1226,649,319.25,458.231647634584,438.5,203.85,54,128.524493243243,125,20.3958339691162,14.0052082538605,16.2675910805022,15.6083335876465,-22.9667,-39.933333,-34.7898920342577,-36.0751,144.581535,-29.29499975,-37.00225,5,"8",329.75,6.3906257152557,149.85,"Swainsona",1,0.333333333,0,0,0,0,36.0751
"420","Swainsona_phacoides",987,462.5,129,268.990881458967,260,138.45,27,60.5504201680672,45,23.3500003814697,16.8954166412354,20.5828858146551,21.1458339691162,-13.7167,-36.75,-28.3160423090172,-28.11,138.539624,-23.3443461,-34.7166901,5,"13",333.5,6.45458374023435,111.45,"Swainsona",1,0,0,1,0,0,28.11
"421","Swainsona_oroboides",480,790.6,144,368.154488517745,310,259.6,27,88.8012958963283,46,23.5712507247925,14.6645835876465,19.7559759920475,20.6916675567627,-21.327881,-38.0583,-28.8373714583333,-28.547778,139.596,-23.27825185,-36.20318965,6,"13",646.6,8.906667137146,232.6,"Swainsona",1,0.333333333,0,0,0,0,28.547778
"422","Swainsona_microphylla",514,639.2,188,324.27485380117,303,214,33,88.9410526315789,71,24.9974994659424,16.7541667938233,19.3239603340045,18.1916675567627,-20.1725,-36.9667,-30.3306882490272,-32.23125,140.380546,-22.8650919,-34.7577764,5,"13",451.2,8.24333267211914,181,"Swainsona",1,0.333333333,0,0,0,0,32.23125
"423","Swainsona_maccullochiana",57,452,251.4,362.40350877193,336,117.25,40.75,64.6785714285714,54.5,26.4549999237061,22.9025001525879,24.5862572987874,24.6083335876465,-20.783333,-32.87,-23.1906983508772,-22.7586,117.75,-21.8485746,-24.522564,3,"13",200.6,3.5524997711182,76.5,"Swainsona",1,1,0,0,0,0,22.7586
"424","Swainsona_lessertiifolia",507,1050.25,499.35,752.173076923077,730.5,544.9,135.1,297.941031941032,269,15.7041664123535,13.185000038147,14.3342236311008,14.1333332061768,-30.190176,-42.866405,-37.5869215897436,-38.05,141.2833,-34.9687505,-39.9895867,3,"12",550.9,2.51916637420654,409.8,"Swainsona",1,0.333333333,0,0,0,0,38.05
"425","Swainsona_leeana",46,389,149.5,274.739130434783,282,82,31.4,51.7777777777778,48,26.7718744277954,19.4062495231628,23.1595109027365,23.6604166030884,-20.75761,-30.739722,-25.2395470217391,-23.655738,119.208901,-21.4703075,-30.5619655,2,"13",239.5,7.36562490463253,50.6,"Swainsona",1,0.333333333,0,0,0,0,23.655738
"426","Swainsona_kingii",153,397.4,202.6,273.712418300654,264,114.15,37,55.125,47.5,26.7075000762939,18.6266666412354,22.6422113406113,22.3875007629395,-20.733333,-32.216667,-25.6780372156863,-25.770799,119.603333,-21.111471,-30.659554,2,"13",194.8,8.08083343505856,77.1499999999999,"Swainsona",1,0.333333333,0,0,0,0,25.770799
"427","Swainsona_incei",40,312.65,227.85,259.175,256,72.5,35,46.7777777777778,43,25.1045826911926,20.1631241798401,22.4973957061767,22.595832824707,-22.860333,-31.011667,-26.2487278,-26.3841175,120.5156945,-23.25169855,-28.86505565,2,"13",84.8,4.94145851135255,37.5,"Swainsona",1,0.333333333,0,0,0,0,26.3841175
"428","Swainsona_greyana",289,770.6,257.35,396.184027777778,299,199.8,61,104.229007633588,94,20.3666667938232,16.2502077102661,18.5206596983804,18.7333326339722,40.3,-37.827971,-31.4642547820069,-31.82,143.514159,-28.7698542,-34.8913204,5,"8",513.25,4.11645908355707,138.8,"Swainsona",1,0,0,2,0,0,31.82
"429","Swainsona_galegifolia",2675,1272.5,640,831.930363159865,778,356,131,237.992337164751,232,19.1083335876465,13.0500001907348,16.3693872444284,16.4541664123535,50.75558,-37.8291,-30.479517884486,-30.633101,150.568556,-27.9800411,-32.9449667,5,"4",632.5,6.05833339691165,225,"Swainsona",1,1,0,2,0,0,30.633101
"430","Swainsona_forrestii",36,379.75,222.75,291.972222222222,282.5,96.25,42,63.1944444444444,55.5,26.4312496185302,23.8302083015442,25.3337963951959,25.6645832061768,-20.85,-25.036218,-23.2273407777778,-22.9166665,115.9423125,-21.6424775,-25.00065275,1,"13",157,2.6010413169861,54.25,"Swainsona",1,0.333333333,0,0,0,0,22.9166665
"431","Swainsona_flavicarinata",338,376,137.85,279.286982248521,292,74.2,27,43.6238805970149,39,24.0858339309692,19.1272924423218,21.7036611906876,21.7041664123535,-13.7167,-34.6167,-25.2790247426035,-24.2261515,133.700078,-22.5541815,-30.950165,3,"13",238.15,4.95854148864745,47.2,"Swainsona",1,0.333333333,0,0,0,0,24.2261515
"432","Swainsona_fissimontana",107,349.8,164,255.504672897196,247,134.95,39.45,75.8173076923077,68.5,20.1570835113525,16.1970834732056,18.2905763020025,18.2250003814697,-27.040082,-32.932043,-31.3726217476636,-31.630833,139.333333,-30.1990928,-32.5965405,3,"13",185.8,3.96000003814696,95.5,"Swainsona",1,0.333333333,0,0,0,0,31.630833
"433","Swainsona_campylantha",611,576.5,136,290.890343698854,247,74.9,25,41.9286898839138,38,25.2062501907348,19.8249998092652,22.109697223295,21.8791675567627,-16.45,-32.365352,-26.6276671963993,-27.366667,140.83094,-20.7167,-30.7642435,4,"13",440.5,5.3812503814697,49.9,"Swainsona",1,0.333333333,0,0,0,0,27.366667
"434","Swainsona_burkittii",111,365,184.5,279.063063063063,285,145.55,49.35,80.6727272727273,65.5,20.1520833969116,17.6020832061768,19.1567567533201,19.4624996185303,-25.283333,-34.527778,-31.6767155315315,-31.466667,144,-30.499354,-33.7336605,3,"13",180.5,2.55000019073485,96.2,"Swainsona",1,0.333333333,0,0,0,0,31.466667
"435","Carmichaelia_petriei",519,2502.8,589.9,1174,983,756.3,234.7,414.677894736842,351,10.617083454132,5.44499983787537,8.7107980044591,9.18333339691162,-39.083333,-46.8816931,-44.9105199624277,-44.95,169.704718,-43.9776876,-46.0687261,3,"8",1912.9,5.17208361625667,521.6,"Carmichaelia",1,1,0,0,0,0,44.95
"436","Carmichaelia_odorata",94,3217.35,1028.9,1842.67021276596,1576.5,651.9,294.3,436.975609756098,420,12.7591668605804,7.41000001430512,10.4691932911569,11.0291666984558,39.8676,-46.958069,-40.211764162766,-41.3942435,172.8182082,-39.2328473,-45.8617404,4,"4",2188.45,5.3491668462753,357.6,"Carmichaelia",1,1,0,0,0,0,41.3942435
"437","Carmichaelia_kirkii",31,1525.4,609.05,929.2,815.5,500.35,232.35,327.285714285714,311.5,11.9606250286102,7.15854156017304,9.48361104329427,9.34375,-41.981074,-45.831665,-44.1970426096774,-44.275362,170.8328635,-42.5593111,-45.506593,2,"8",916.35,4.80208346843718,268,"Carmichaelia",1,1,0,0,0,0,44.275362
"438","Carmichaelia_arborea",488,4015.8,1319.6,2857.93402061856,2948,948,333.2,646.15221987315,638,11.2808334350586,3.89999995231628,7.54766322091683,7.40833330154419,-35.216667,-46.2128,-43.4461237504098,-43.4941,170.538515,-41.488071625,-45.0443949,3,"10",2696.2,7.38083348274233,614.8,"Carmichaelia",1,1,0,0,0,0,43.4941
"439","Swainsona_pterostylis",154,380.7,205.65,268.512987012987,248.5,130,43.4,81.8206896551724,73,27.4947911262512,21.7831250190735,24.116720818854,23.71875,-19.733333,-31.75,-24.2863364155844,-24.879722,115.716361,-20.10254355,-27.3872364,3,"13",175.05,5.7116661071777,86.6,"Swainsona",1,0.333333333,0,0,0,0,24.879722
"440","Swainsona_formosa",843,493.4,163,281.872162485066,249,141,31,62.2609271523179,52,27.0808330535889,17.5516666412353,21.0303763408957,20.1666660308838,40.43907,-38.2,-27.9720383973903,-30.248522,134.621494,-20.7467306,-33.1491352,5,"13",330.4,9.52916641235354,110,"Swainsona",1,0,0,1,0,0,30.248522
"441","Swainsona_canescens",345,401.7,186,296.372093023256,279,95.8,29,54.0276923076923,47,23.5141664505005,17.516250705719,20.297238372093,20.5437498092651,40.3,-38.96,-27.0479746550725,-26.59,131.501311,-23.1257112,-32.4217446,4,"13",215.7,5.99791574478144,66.8,"Swainsona",1,0,0,0,0,0,26.59
